mdb_id,name,wahlkreis_id,wahlkreis_name,fraktion,url,geburtsdatum,partei,mandatsart,img_url
2436,"Larem, Andreas",186,Darmstadt,SPD,https://www.bundestag.de/abgeordnete/biografien/L/larem_andreas-860644,25.09.1964,SPD,Direktwahl,https://www.bundestag.de/resource/image/862232/3x4/284/379/d8828ce6bdb1aa4ad46701315f630e9e/87968FAA2713895D7E2E68FBF0B19CDB/larem_andreas_bild.jpg
2437,"Laschet, Armin",,,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/L/laschet_armin-860940,18.02.1961,CDU,Landesliste,https://www.bundestag.de/resource/image/874132/3x4/284/379/430d3c055339bbb82c859850258d034/F515047849A40A6842B74FE8FE329AC7/laschet_armin.jpg
2438,"Latendorf, Ina",12,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Gruppe Die Linke,https://www.bundestag.de/abgeordnete/biografien/L/latendorf_ina-860778,26.06.1971,DIE LINKE.,Landesliste,https://www.bundestag.de/resource/image/862234/3x4/284/379/e8ed2836d440150e9186345bba3c4514/F23665BA7F0B1C7E3F3C7A1289EF5F8B/latendorf_ina.jpg
1865,"Launert, Dr. Silke",237,Bayreuth,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/L/launert_silke-857690,27.12.1976,CSU,Direktwahl,https://www.bundestag.de/resource/image/864434/3x4/284/379/93b76ee406084019e5b63d84ad0b4f83/2FAF056699FAC47EBABD1F729CA74DC8/launert_silke_gross.jpg
1451,"Lauterbach, Prof. Dr. Karl",101,Leverkusen – Köln IV,SPD,https://www.bundestag.de/abgeordnete/biografien/L/lauterbach_karl-857696,21.02.1963,SPD,Direktwahl,https://www.bundestag.de/resource/image/864396/3x4/284/379/b3444cbc25cdc72e29a0c6e72f3e6a37/64F5775ECFB30601F6E70BBA8F708EE2/lauterbach_karl_gross.jpg
1561,"Lay, Caren",156,Bautzen I,Gruppe Die Linke,https://www.bundestag.de/abgeordnete/biografien/L/lay_caren-857654,11.12.1972,DIE LINKE.,Landesliste,https://www.bundestag.de/resource/image/864424/3x4/284/379/1eb2360a1b21fd091201b347dfb8858f/375A008FA03BC8E3C6A76B3857F9703F/lay_caren_bild.jpg
2159,"Lechte, Ulrich",233,Regensburg,FDP,https://www.bundestag.de/abgeordnete/biografien/L/lechte_ulrich-857684,26.08.1977,FDP,Landesliste,https://www.bundestag.de/resource/image/864410/3x4/284/379/a66cb9a70f4f2f53b3604a67509a2e9a/5EC5BBEBF8FFAB2DA2A50F409D03E614/lechte_ulrich_gross.jpg
2160,"Lehmann, Jens",152,Leipzig I,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/L/lehmann_jens-857694,19.12.1967,CDU,Direktwahl,https://www.bundestag.de/resource/image/864428/3x4/284/379/d3ec6a22ef828147a0c88d94e798ab16/C4EC8A29B68E5980CE0C486E518630CA/lehmann_jens_gross.jpg
2161,"Lehmann, Sven",94,Köln II,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/L/lehmann_sven-857664,04.12.1979,BÜNDNIS 90/DIE GRÜNEN,Direktwahl,https://www.bundestag.de/resource/image/864436/3x4/284/379/44ff0684bd828467915e18432801157/F11E889168898CD62D8AB1FA7919D401/lehmann_sven_bild.jpg
2295,"Lehmann, Sylvia",62,Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I,SPD,https://www.bundestag.de/abgeordnete/biografien/L/lehmann_sylvia-857668,23.04.1954,SPD,Direktwahl,https://www.bundestag.de/resource/image/864432/3x4/284/379/ed7ea8c3c98de983378348eb7c336701/3DCBA66A9DC2C01321CCE3DA24B51318/lehmann_sylvia_bild.jpg
1453,"Lehrieder, Paul",251,Würzburg,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/L/lehrieder_paul-857676,20.11.1959,CSU,Direktwahl,https://www.bundestag.de/resource/image/864420/3x4/284/379/49d424f00ff895141837c9ca1d22ed43/6B4E268EC829794FA0B4F2DD80877875/lehrieder_paul_gross.jpg
1866,"Leikert, Dr. Katja",180,Hanau,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/L/leikert_katja-857650,03.03.1975,CDU,Landesliste,https://www.bundestag.de/resource/image/864430/3x4/284/379/8d4c2e16d42d6f81157a5298d3884ab8/A1BD49C70E588FCF55EC0049AF89F932/leikert_katja_gross.jpg
2439,"Leiser, Kevin",268,Schwäbisch Hall – Hohenlohe,SPD,https://www.bundestag.de/abgeordnete/biografien/L/leiser_kevin-860222,03.09.1993,SPD,Landesliste,https://www.bundestag.de/resource/image/866342/3x4/284/379/5c9f5a92285ccf4131b87ffa0e8b91f6/6DBFED346D2D07DFBA6C8657198BF239/leiser_kevin.jpg
1867,"Lemke, Steffi",70,Dessau – Wittenberg,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/L/lemke_steffi-857674,19.01.1968,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/864400/3x4/284/379/54b20b2c9548f62db0feaaa8ed0ed469/D8B13BF1E4D89FAB4F2ACA3D0FDD3587/lemke_steffi_bild.jpg
2440,"Lenders, Jürgen",174,Fulda,FDP,https://www.bundestag.de/abgeordnete/biografien/L/lenders_juergen-860780,20.04.1966,FDP,Landesliste,https://www.bundestag.de/resource/image/867602/3x4/284/379/e3001b55673f8dedc3e2027f6ef92983/5E63FB61651E4D1E1215148E2023BBBC/lenders_juergen_gross.jpg
1569,"Lenkert, Ralph",191,Jena – Sömmerda – Weimarer Land I,Gruppe Die Linke,https://www.bundestag.de/abgeordnete/biografien/L/lenkert_ralph-857698,09.05.1967,DIE LINKE.,Landesliste,https://www.bundestag.de/resource/image/864422/3x4/284/379/c6008b40935021c69e35e530fad1abd8/0D8739FFC24FCB3A32E035AD81E867EE/lenkert_ralph_gross.jpg
1869,"Lenz, Dr. Andreas",213,Erding – Ebersberg,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/L/lenz_andreas-857656,23.04.1981,CSU,Direktwahl,https://www.bundestag.de/resource/image/864444/3x4/284/379/6648a930a0fde5753fb89a426f4b4040/59AC3380094B43B6058FC17C8C5C3CD7/lenz_andreas_bild.jpg
2442,"Leye, Christian",116,Duisburg II,Gruppe BSW,https://www.bundestag.de/abgeordnete/biografien/L/leye_christian-860784,06.04.1981,Plos,Landesliste,https://www.bundestag.de/resource/image/867458/3x4/284/379/bd81189acdc09459778fe72cecac376a/6D2421B3FB406B4DF0EEF949BCD90F01/leye_christian.jpg
2443,"Licina-Bode, Luiza",148,Siegen-Wittgenstein,SPD,https://www.bundestag.de/abgeordnete/biografien/L/licina_bode_luiza-861002,10.10.1972,SPD,Landesliste,https://www.bundestag.de/resource/image/862584/3x4/284/379/eea4085e99f9a5ab7822887867a08767/045864AD5CC67884625F3D903697BF52/licina-bode_luiza_bild.jpg
2445,"Lieb, Dr. Thorsten",183,Frankfurt am Main II,FDP,https://www.bundestag.de/abgeordnete/biografien/L/lieb_thorsten-860786,03.01.1973,FDP,Landesliste,https://www.bundestag.de/resource/image/862242/3x4/284/379/bcdff8b011d9eb29a387936ecf1d4caa/0A64CCF7A6DB8938F701CFF2DD22C81F/lieb_thorsten.jpg
2444,"Liebert, Anja",102,Wuppertal I,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/L/liebert_anja-861930,19.09.1969,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/867078/3x4/284/379/81758add2a5bc622a7a5c609cde8731e/D926D925F4641FA9F632DF070959806B/liebert_anja.jpg
2446,"Limbacher, Esra",299,Homburg,SPD,https://www.bundestag.de/abgeordnete/biografien/L/limbacher_esra-861252,01.05.1989,SPD,Direktwahl,https://www.bundestag.de/resource/image/862244/3x4/284/379/db288642f638689c8490cd640a737740/52338B2C2B1014F71D9E880C574FFF14/limbacher_esra.jpg
2447,"Limburg, Helge",46,Hameln-Pyrmont – Holzminden,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/L/limburg_helge-860820,25.10.1982,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/862246/3x4/284/379/ddc8b502cccedd1fd2d3c98368f1335c/9036387F53130DDB79AC978F8D886D9F/limburg_helge_bild.jpg
2162,"Lindh, Helge",102,Wuppertal I,SPD,https://www.bundestag.de/abgeordnete/biografien/L/lindh_helge-857648,06.12.1976,SPD,Direktwahl,https://www.bundestag.de/resource/image/864402/3x4/284/379/ff834dfd3b6ebe927e0d28e3e84bb510/DE777DDA8EC28ABCEFCD0E85502F4AA3/lindh_helge_gross.jpg
1872,"Lindholz, Andrea",247,Aschaffenburg,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/L/lindholz_andrea-857700,25.09.1970,CSU,Direktwahl,https://www.bundestag.de/resource/image/864392/3x4/284/379/69086b00b6913a3cc1f07a97964779e4/AD06A646A728D515850D3B361F7A7FD9/lindholz_andrea_gross.jpg
2163,"Lindner, Christian",100,Rheinisch-Bergischer Kreis,FDP,https://www.bundestag.de/abgeordnete/biografien/L/lindner_christian-857658,07.01.1979,FDP,Landesliste,https://www.bundestag.de/resource/image/864418/3x4/284/379/92afc6c37ab3a9c3db101fd44a2159cd/974280ED53B13EFD9A8D39AA781ADED7/lindner_christian_gross.jpg
1752,"Lindner, Dr. Tobias",211,Südpfalz,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/L/lindner_tobias-857672,11.01.1982,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/864426/3x4/284/379/bdfce3bd5aba26b54ec65c126ba53708/FB0FFF54E01280B478DD8864628FDB53/lindner_tobias_gross.jpg
2164,"Link (Heilbronn), Michael Georg",267,Heilbronn,FDP,https://www.bundestag.de/abgeordnete/biografien/L/link_michael-857678,,,,https://www.bundestag.de/resource/image/864394/3x4/284/379/5699d23641745deabbb93731d70f9754/A7B538FB7D2479E4211D5CD0DA3F5E9D/link_michael_gross.png
1631,"Linnemann, Dr. Carsten",137,Paderborn,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/L/linnemann_carsten-857688,10.08.1977,CDU,Direktwahl,https://www.bundestag.de/resource/image/864406/3x4/284/379/ea66ec76433f4333bd0a0f27a382d6bd/F8D5AA925945DBA5E1A6678CC94F8458/linnemann_carsten_gross.jpg
1196,"Lips, Patricia",187,Odenwald,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/L/lips_patricia-857666,21.12.1963,CDU,Landesliste,https://www.bundestag.de/resource/image/864408/3x4/284/379/342f2a5e4bffc6114c711ab62557004d/5DCBCC2A5E60028AB6A875706C2E7CEE/lips_patricia_gross.jpg
1241,"Lötzsch, Dr. Gesine",86,Berlin-Lichtenberg,Gruppe Die Linke,https://www.bundestag.de/abgeordnete/biografien/L/loetzsch_gesine-857662,07.08.1961,DIE LINKE.,Direktwahl,https://www.bundestag.de/resource/image/864412/3x4/284/379/921e6b2486ec72bde0830caee95a389d/963229CDAAB5E44D3A61F32924EBC2A8/loetzsch_gesine_gross.jpg
2449,"Loop, Denise",2,Nordfriesland – Dithmarschen Nord,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/L/loop_denise-861324,19.05.1994,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/862248/3x4/284/379/d09b0551bc6f9c367741fb9fcff74cf5/1AB48961AE4A6CFFE6FECFC5CE3AF426/loop_denise.jpg
2166,"Loos, Bernhard",217,München-Nord,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/L/loos_bernhard-857680,30.07.1955,CSU,Direktwahl,https://www.bundestag.de/resource/image/864414/3x4/284/379/495f89a976c56159db7ab2c0d0df701f/0E5BFDDBFE6063B9F1695E0899A62527/loos_bernhard_gross.jpg
2167,"Lucassen, Rüdiger",92,Euskirchen – Rhein-Erft-Kreis II,AfD,https://www.bundestag.de/abgeordnete/biografien/L/lucassen_ruediger-857652,19.08.1951,AfD,Landesliste,https://www.bundestag.de/resource/image/864398/3x4/284/379/7b12b94ea4c3dd7064c23334bdbc7a5e/1EA9B58D53CF9F2C0731E6899095F9EA/lucassen_ruediger_gross.jpg
2450,"Lucks, Max",140,Bochum I,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/L/lucks_max-860924,19.04.1997,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/862252/3x4/284/379/4827d03d5da0626281c3f43876249944/73EBA9FEE4D82D47EFA6E88D43C6638D/lucks_max.jpg
1605,"Luczak, Dr. Jan-Marco",81,Berlin-Tempelhof-Schöneberg,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/L/luczak_jan_marco-857670,02.10.1975,CDU,Landesliste,https://www.bundestag.de/resource/image/864404/3x4/284/379/73a76937c681ff2e90ea521ddf397a31/2CF7FC24B3DC984825639C15D6495D10/luczak_jan_marco_bild.jpg
1243,"Ludwig, Daniela",222,Rosenheim,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/L/ludwig_daniela-857682,07.07.1975,CSU,Direktwahl,https://www.bundestag.de/resource/image/864442/3x4/284/379/d5784534e58980972796155529ff5b97/5FD54CEC4E5E8FC8C2AFC0A6CF216344/ludwig_daniela_bild.jpg
2451,"Lührmann, Dr. Anna",178,Rheingau-Taunus – Limburg,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/L/luehrmann_anna-860732,14.06.1983,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/862256/3x4/284/379/6ab3f398b9617372071ef142a6bf8faa/5DF149CF9BD2CAE2068A2E208BF93D4E/luhrmann_anna.jpg
2452,"Lütke, Kristine",246,Roth,FDP,https://www.bundestag.de/abgeordnete/biografien/L/luetke_kristine-860764,29.06.1982,FDP,Landesliste,https://www.bundestag.de/resource/image/863062/3x4/284/379/627086b7b9b2058dbbb686b081552323/801ABA320D6CAD3B1B725B3C1D9F766F/luetke_kristine.jpg
2453,"Lugk, Bettina",150,Märkischer Kreis II,SPD,https://www.bundestag.de/abgeordnete/biografien/L/lugk_bettina-860978,03.02.1982,SPD,Landesliste,https://www.bundestag.de/resource/image/862254/3x4/284/379/73d08984869a88cd76600eab428fc7dc/3C2C445699EC69F9C43D96319509AA0C/lugk_bettina.jpg
1621,"Luksic, Oliver",298,St. Wendel,FDP,https://www.bundestag.de/abgeordnete/biografien/L/luksic_oliver-857702,09.10.1979,FDP,Landesliste,https://www.bundestag.de/resource/image/864416/3x4/284/379/94d63a75bda93fe46ea1adfe42d49ba0/A95041071BA5E11BB3F56D8F05746943/luksic_oliver_gross.jpg
1703,"Lutze, Thomas",,,SPD,https://www.bundestag.de/abgeordnete/biografien/L/lutze_thomas-857660,23.08.1969,SPD,Landesliste,https://www.bundestag.de/resource/image/864440/3x4/284/379/f770df5a306eb70e3d7f7c7dea4b3c82/922E17ADF196EB755D77F850AFEB14BC/lutze_thomas_gross.png
2454,"Machalet, Dr. Tanja",204,Montabaur,SPD,https://www.bundestag.de/abgeordnete/biografien/M/machalet_tanja-861182,01.05.1974,SPD,Direktwahl,https://www.bundestag.de/resource/image/862586/3x4/284/379/a1d162d9366c60cc739a4731a94d096b/B376F565B037AB5C0D6DF93365E12AD5/machalet_tanja.jpg
2455,"Mack, Klaus",280,Calw,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/M/mack_klaus-861554,28.04.1973,CDU,Direktwahl,https://www.bundestag.de/resource/image/862260/3x4/284/379/5c39719c818473568576ced36f4eedd9/1138453722301CDC0C82C6C4A9C05997/mack_klaus.jpg
2290,"Mackensen-Geis, Isabel",208,Neustadt – Speyer,SPD,https://www.bundestag.de/abgeordnete/biografien/M/mackensen-geis_isabel-857764,29.09.1986,SPD,Landesliste,https://www.bundestag.de/resource/image/864480/3x4/284/379/dc7c41ae77cfedf65929129a78a19a9d/03296A55456E2ECFACF34E2DADB7C005/mackensen-geis_isabel_gross.jpg
1876,"Magwas, Yvonne",166,Vogtlandkreis,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/M/magwas_yvonne-857746,28.11.1979,CDU,Direktwahl,https://www.bundestag.de/resource/image/864466/3x4/284/379/a9ae2096089486940ad45d40deac989c/DB9018BEB19DAB241ECA280E73973E15/magwas_yvonne_gross.jpg
2456,"Malottki, Erik von",16,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,SPD,https://www.bundestag.de/abgeordnete/biografien/M/malottki_erik-860824,,,,https://www.bundestag.de/resource/image/874108/3x4/284/379/7afbb707ad157a192277158333ccef17/EACBC29E812FB8331B730D5104EF22D3/malottki_erik.jpg
2457,"Mann, Holger",152,Leipzig I,SPD,https://www.bundestag.de/abgeordnete/biografien/M/mann_holger-861268,19.02.1979,SPD,Landesliste,https://www.bundestag.de/resource/image/862262/3x4/284/379/467db3c42b325e2f28a35519d90f75bd/EC4A5128745E2D9D620AD040871E372B/mann_holger_gross.jpg
2173,"Mannes, Dr. Astrid",186,Darmstadt,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/M/mannes_astrid-857760,02.01.1967,CDU,Landesliste,https://www.bundestag.de/resource/image/988034/3x4/284/379/72e54934e72ea46b73b65920a68ba867/D5F10562A452A5752CDC5C03B6AE4493/mannes_astrid_gross.jpg
2174,"Mansmann, Till",188,Bergstraße,FDP,https://www.bundestag.de/abgeordnete/biografien/M/mansmann_till-857714,08.01.1968,FDP,Landesliste,https://www.bundestag.de/resource/image/864528/3x4/284/379/17e3765b25e4b16c6dfa8a33aa8c51d3/0544FFB0093BB49FA6BF3A5A51F02D57/mansmann_till_gross.jpg
2459,"Martens, Dr. Zanda",106,Düsseldorf I,SPD,https://www.bundestag.de/abgeordnete/biografien/M/martens_zanda-860992,01.10.1984,SPD,Landesliste,https://www.bundestag.de/resource/image/862264/3x4/284/379/557e8be65ae3965ae85c4a5f917992a4/1BCD931E220B635BF6329807335809B5/martens_zanda.jpg
2302,"Martin, Dorothee",21,Hamburg-Nord,SPD,https://www.bundestag.de/abgeordnete/biografien/M/martin_dorothee-857706,21.01.1978,SPD,Direktwahl,https://www.bundestag.de/resource/image/864482/3x4/284/379/8efcf1b383814c8dbfa00cf57dad906b/D5993F652ADF40FD7B1E16C5382B8B0A/martin_dorothee_bild.jpg
2460,"Marvi, Parsa",271,Karlsruhe-Stadt,SPD,https://www.bundestag.de/abgeordnete/biografien/M/marvi_parsa-860158,06.02.1982,SPD,Landesliste,https://www.bundestag.de/resource/image/862268/3x4/284/379/d691a54f6402976ac2e7ddb1a42beb71/491C7FE78F123ABAEC07644F4678DE37/marvi_parsa.jpg
2461,"Mascheck, Franziska",154,Leipzig-Land,SPD,https://www.bundestag.de/abgeordnete/biografien/M/mascheck_franziska-861710,04.02.1979,SPD,Landesliste,https://www.bundestag.de/resource/image/865538/3x4/284/379/a673ddc1fd69ef64fdf1a7808fab373/D4F795E84D3477811B1F6D31375C42C5/maschek_franziska.jpg
1458,"Mast, Katja",279,Pforzheim,SPD,https://www.bundestag.de/abgeordnete/biografien/M/mast_katja-857756,04.02.1971,SPD,Landesliste,https://www.bundestag.de/resource/image/864470/3x4/284/379/91c465d1a30c343c6d47f39658fff309/F26022DE856380AC3A202087F4FA362E/mast_katja_gross.jpg
1601,"Mattfeldt, Andreas",34,Osterholz – Verden,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/M/mattfeldt_andreas-857716,28.09.1969,CDU,Direktwahl,https://www.bundestag.de/resource/image/864472/3x4/284/379/898830a910452d9eb60f3fd9bc1d7cce/A15732F03C1312543E1B0FAD4CC447A1/mattfeldt_andreas_gross.jpg
1347,"Mayer (Altötting), Stephan",212,Altötting,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/M/mayer_stephan-857710,,,,https://www.bundestag.de/resource/image/864474/3x4/284/379/9ffe679847cec0853ae5c1d1837f25ec/9A0B64BBD90C7DEDC5DEE84290E526A3/mayer_stephan_gross.jpg
2463,"Mayer, Dr. Zoe",271,Karlsruhe-Stadt,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/M/mayer_zoe-860136,07.08.1995,BÜNDNIS 90/DIE GRÜNEN,Direktwahl,https://www.bundestag.de/resource/image/862274/3x4/284/379/5a894bfab93c39e1d977e217a04fd366/63F6130176555E1D30A55887CEC4F54F/mayer_zoe_gross.jpg
2462,"Mayer-Lay, Volker",293,Bodensee,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/M/mayer_lay_volker-861536,22.06.1981,CDU,Direktwahl,https://www.bundestag.de/resource/image/862272/3x4/284/379/714d993d611862959e4f64a5a9e0b90c/E8DD7FA9F302B755E0830765DF8ECBDE/mayer-lay_volker.jpg
2464,"Mehltretter, Andreas",214,Freising,SPD,https://www.bundestag.de/abgeordnete/biografien/M/mehltretter_andreas-860282,10.12.1991,SPD,Landesliste,https://www.bundestag.de/resource/image/862276/3x4/284/379/28b345ac20974ef6ecd4e49dcdb1e00a/44308B29D938B8B29A626A4D30EEB4C5/mehltretter_andreas_gross.jpg
2465,"Mehmet Ali, Takis",282,Lörrach – Müllheim,SPD,https://www.bundestag.de/abgeordnete/biografien/M/mehmet_ali_takis-860230,17.06.1991,SPD,Landesliste,https://www.bundestag.de/resource/image/865582/3x4/284/379/a96b0a7c1abadcee9aebb9ddd271321e/3B09B4E7DA1CED3AD5EAAA7E8BA4B765/mehmet_ali_takis.png
779,"Meister, Dr. Michael",188,Bergstraße,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/M/meister_michael_guenther-857742,09.06.1961,CDU,Direktwahl,https://www.bundestag.de/resource/image/864478/3x4/284/379/a932c4bffd9961faf6787ee6f5e5c76b/1A0AFF253850D82CC53C3EEDD3737AB3/meister_michael_gross.jpg
2595,"Mende, Dirk-Ulrich",44,Celle – Uelzen,SPD,https://www.bundestag.de/abgeordnete/biografien/M/mende_dirk-931142,26.12.1957,SPD,Landesliste,https://www.bundestag.de/resource/image/862588/3x4/284/379/5cd4736a0ae1b1998ec0d2a41246b36f/FD3F4C9E8FBB1B60D1AABD38C38C9BA3/mende_dirk-ulrich.jpg
2466,"Menge, Susanne",27,Oldenburg – Ammerland,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/M/menge_susanne-860842,11.02.1960,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/862280/3x4/284/379/2c2341eacd5095cb15b58126dad3fd07/884A0313C16C08E3A1A3301D81EFEA84/menge_susanne.jpg
2468,"Merz, Friedrich",147,Hochsauerlandkreis,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/M/merz_friedrich-861648,11.11.1955,CDU,Direktwahl,https://www.bundestag.de/resource/image/862590/3x4/284/379/e3e3f4cdacbaa8618f2d06ca81c171f6/9C0F73824E13C32C95AA7ADF361EAAE7/merz_friedrich.jpg
2469,"Mesarosch, Robin",295,Zollernalb – Sigmaringen,SPD,https://www.bundestag.de/abgeordnete/biografien/M/mesarosch_robin-860198,01.04.1991,SPD,Landesliste,https://www.bundestag.de/resource/image/868678/3x4/284/379/3a5ee42b736898a6d03d8f85d89a72ec/B022961317B46A50216FF60A5A29D61C/mesarosch_robin.jpg
1882,"Metzler, Jan",206,Worms,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/M/metzler_jan-857736,05.07.1981,CDU,Direktwahl,https://www.bundestag.de/resource/image/864524/3x4/284/379/1033bcf4aab712070b655816647f3951/0BE4DE7EC74716630D1B9742E16BD5B8/metzler_jan_gross.png
2178,"Meyer, Christoph",80,Berlin-Charlottenburg-Wilmersdorf,FDP,https://www.bundestag.de/abgeordnete/biografien/M/meyer_christoph-857758,30.08.1975,FDP,Landesliste,https://www.bundestag.de/resource/image/864526/3x4/284/379/2b4bb87183bac8468dfad480fde923c4/04C1D61A28185475D0E4B8B852E9F6E8/meyer_christoph_bild.jpg
2470,"Michaelsen, Swantje Henrike",41,Stadt Hannover I,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/M/michaelsen_swantje-860836,04.10.1979,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/863298/3x4/284/379/135ef0fb66dd47548dc3f252beac927b/5578C731E571063AAC5515530EB73BCB/michaelsen_swantje.jpg
2471,"Michel, Kathrin",156,Bautzen I,SPD,https://www.bundestag.de/abgeordnete/biografien/M/michel_kathrin-861270,17.04.1963,SPD,Landesliste,https://www.bundestag.de/resource/image/862284/3x4/284/379/55f350e1c1f7a2f2d0cf5670257fcba9/BC3A2C8C2464168DF9FB23D829C4667D/michel_kathrin_gross.jpg
1652,"Middelberg, Dr. Mathias",39,Stadt Osnabrück,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/M/middelberg_mathias-857718,14.12.1964,CDU,Landesliste,https://www.bundestag.de/resource/image/864522/3x4/284/379/32d32819a53e76fa5b53b4ef3dfd4652/9D0F3CBC17FA2DCAED7AEFBAC2F28DC2/Middelberg_Mathias_gross.jpg
1463,"Miersch, Dr. Matthias",47,Hannover-Land II,SPD,https://www.bundestag.de/abgeordnete/biografien/M/miersch_matthias-857728,19.12.1968,SPD,Direktwahl,https://www.bundestag.de/resource/image/864520/3x4/284/379/29b0f21831b7297eedcf82389d7b7c5d/A0E94C7075234A398C0E9F1F12F74B3C/miersch_matthias_gross.jpg
2472,"Mieves, Matthias David",209,Kaiserslautern,SPD,https://www.bundestag.de/abgeordnete/biografien/M/mieves_matthias-861194,30.12.1985,SPD,Direktwahl,https://www.bundestag.de/resource/image/862592/3x4/284/379/12fe6421cbdd6edd4e5173b1da4ca729/789A64089B82449793CBE17E2776F325/mieves_matthias.jpg
1883,"Mihalic, Dr. Irene",123,Gelsenkirchen,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/M/mihalic_irene-857750,17.11.1976,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/864468/3x4/284/379/c33b2e31e603f05f82a3e9d3f70275ee/1F2978E9905DD17A98E4C42C68BF0A92/mihalic_irene.jpg
2473,"Mijatović, Boris",168,Kassel,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/M/mijatovic_boris-860738,04.02.1974,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/862930/3x4/284/379/aaf1ec8523c496ec12ef7982ce7927d5/9C0F6982241F6545A3D30A9D4E959F57/mijatovic_boris.jpg
1885,"Mittag, Susanne",28,Delmenhorst – Wesermarsch – Oldenburg-Land,SPD,https://www.bundestag.de/abgeordnete/biografien/M/mittag_susanne-857748,25.07.1958,SPD,Direktwahl,https://www.bundestag.de/resource/image/864518/3x4/284/379/eb728639e1e2e48b20367a50a91e85cb/2980712A487A232CBD5ACD59C6A4C9FC/mittag_susanne_gross.jpg
1625,"Möhring, Cornelia",7,Pinneberg,Gruppe Die Linke,https://www.bundestag.de/abgeordnete/biografien/M/moehring_cornelia-857724,09.01.1960,DIE LINKE.,Landesliste,https://www.bundestag.de/resource/image/864516/3x4/284/379/545ce25677c3f12d699285691b0ba055/F8B8CD0947C041BBE719570B651118FD/moehring_cornelia_gross.jpg
2184,"Möller, Siemtje",26,Friesland – Wilhelmshaven – Wittmund,SPD,https://www.bundestag.de/abgeordnete/biografien/M/moeller_siemtje-857744,20.07.1983,SPD,Direktwahl,https://www.bundestag.de/resource/image/864514/3x4/284/379/73a3c421afcb5944b6e125ed8f5300a9/35CDCEE8B97236A3D4045408D2F79485/moeller_siemtje_gross.jpg
