mdb_id,name,wahlkreis_id,wahlkreis_name,fraktion,url,geburtsdatum,partei,mandatsart,img_url
763,"Gröhe, Hermann",108,Neuss I,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/G/groehe_hermann-857336,25.02.1961,CDU,Direktwahl,https://www.bundestag.de/resource/image/864112/3x4/284/379/8c7ca66e1ea7bec2e0d229faa9e7fa78/5B5A70D5CBC25A413322AF10C597B694/groehe_hermann_gross.jpg
1208,"Grosse-Brömer, Michael",36,Harburg,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/G/grosse_broemer_michael-857344,12.10.1960,CDU,Landesliste,https://www.bundestag.de/resource/image/864108/3x4/284/379/8a188b5e63afef1713a51c595397b6b1/3643CD6460F55D29E671A36CAC5A1783/grosse_broemer_michael_gross.jpg
1269,"Grübel, Markus",261,Esslingen,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/G/gruebel_markus-857360,15.10.1959,CDU,Direktwahl,https://www.bundestag.de/resource/image/864106/3x4/284/379/88177197781703b89842ed9284f8cc38/17DA14FFE94F07143406432B207BCC2F/gruebel_markus_gross.jpg
2591,"Gründer, Nils",232,Amberg,FDP,https://www.bundestag.de/abgeordnete/biografien/G/gruender_nils-860540,23.05.1997,FDP,Landesliste,https://www.bundestag.de/resource/image/905372/3x4/284/379/577101ee44c8790c4c0339176e288bf1/58A58998D7B8E6C8B6EA0EEEE5CB60BD/gruender_nils_gross.jpg
1412,"Grütters, Prof. Monika",77,Berlin-Reinickendorf,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/G/gruetters_monika-857378,09.01.1962,CDU,Direktwahl,https://www.bundestag.de/resource/image/864144/3x4/284/379/2f6a529d9e42af55a5aadc38c0721577/A455F228E322A251CD44A6BFDDA63BE7/gruetters_monika_bild.jpg
2384,"Grützmacher, Sabine",99,Oberbergischer Kreis,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/G/gruetzmacher_sabine-861782,04.01.1986,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/869706/3x4/284/379/dcab6f7a702ad4b3502f689ab7479afa/490EF76753D0973BE32627ED69D3B2ED/gruetzmacher_sabine_bild.jpg
764,"Grund, Manfred",189,Eichsfeld – Nordhausen – Kyffhäuserkreis,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/G/grund_manfred-857366,03.07.1955,CDU,Direktwahl,https://www.bundestag.de/resource/image/864104/3x4/284/379/cf584801d98f7044de6f1be9c0b71b05/BD1364DDBBAF758872533F8A58FD06D7/grund_manfred_gross.jpg
2093,"Grundl, Erhard",231,Straubing,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/G/grundl_erhard-857346,07.01.1963,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/864972/3x4/284/379/b993dce84807c32a7e5c2af8eab4c864/F384CA6FA0DC09049851188A4B63BD1D/grundl_erhard_gross.jpg
1813,"Grundmann, Oliver",30,Stade I – Rotenburg II,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/G/grundmann_oliver-857356,21.08.1971,CDU,Direktwahl,https://www.bundestag.de/resource/image/864102/3x4/284/379/417b832148fce6892a017e2753627799/771846A7BC4F9363C5EC94BE07E7E813/grundmann_oliver_gross.jpg
2385,"Güler, Serap",101,Leverkusen – Köln IV,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/G/gueler_serap-860942,07.07.1980,CDU,Landesliste,https://www.bundestag.de/resource/image/862556/3x4/284/379/163025b1acdb3b79c9ebca2a01734d22/A7E9AB8EE0FCB7C192E636D89A1362C0/guler_serap.jpg
1815,"Güntzler, Fritz",53,Göttingen,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/G/guentzler_fritz-857354,06.05.1966,CDU,Landesliste,https://www.bundestag.de/resource/image/864100/3x4/284/379/3e60a5100eb523a31d1d5ee231fc2d2b/AE3CF89B6CF07D2EB64B6F2B08AFEF0A/guentzler_fritz_gross.jpg
2386,"Gürpinar, Ates",222,Rosenheim,Gruppe Die Linke,https://www.bundestag.de/abgeordnete/biografien/G/guerpinar_ates-860516,25.09.1984,DIE LINKE.,Landesliste,https://www.bundestag.de/resource/image/862082/3x4/284/379/1a514230bbd2980dbce5a7bfce501ca/13E9115713D1C5CC895567010617DE10/gurpinar_ates.jpg
1176,"Gutting, Olav",278,Bruchsal – Schwetzingen,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/G/gutting_olav-857342,14.10.1970,CDU,Direktwahl,https://www.bundestag.de/resource/image/864098/3x4/284/379/ed10225c36e0efb6157b78b705df0608/DA9457EA0801738AD9D1FD95D9D1EA1F/gutting_olav_gross.jpg
167,"Gysi, Dr. Gregor",84,Berlin-Treptow-Köpenick,Gruppe Die Linke,https://www.bundestag.de/abgeordnete/biografien/G/gysi_gregor-863130,16.01.1948,DIE LINKE.,Direktwahl,https://www.bundestag.de/resource/image/864096/3x4/284/379/500eb465292720b942ecb17c6c46619c/BB0E4CC178577978217D73FF3C7E0DBA/gysi_gregor_gross.jpg
1816,"Haase, Christian",136,Höxter – Gütersloh III – Lippe II,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/haase_christian-857456,06.05.1966,CDU,Direktwahl,https://www.bundestag.de/resource/image/864346/3x4/284/379/d2ca75a104770e22955ef97dd9c7c26e/DEC7E20DA9E1D40ADF7242A30417AADD/haase_christian_bild.jpg
2387,"Habeck, Dr. Robert",1,Flensburg – Schleswig,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/H/habeck_robert-861322,02.09.1969,BÜNDNIS 90/DIE GRÜNEN,Direktwahl,https://www.bundestag.de/resource/image/862088/3x4/284/379/73d5d84c632a01797799b1813e296620/6008CFC008C20B6C3F7445ED476D157B/habeck_robert.jpg
2094,"Hacker, Thomas",237,Bayreuth,FDP,https://www.bundestag.de/abgeordnete/biografien/H/hacker_thomas-857486,09.10.1967,FDP,Landesliste,https://www.bundestag.de/resource/image/864294/3x4/284/379/1af753a64de110bc97e8ed1e350155ce/2323E43B4FA68F2200E43D078E412612/hacker_thomas_gross.jpg
1324,"Hagedorn, Bettina",9,Ostholstein – Stormarn-Nord,SPD,https://www.bundestag.de/abgeordnete/biografien/H/hagedorn_bettina-857422,26.12.1955,SPD,Direktwahl,https://www.bundestag.de/resource/image/864292/3x4/284/379/b1caea293237257a33f7eac9ebd7b61c/496BB22DEE8F2B5E8F52106F98555140/hagedorn_bettina_gross.jpg
1817,"Hagl-Kehl, Rita",227,Deggendorf,SPD,https://www.bundestag.de/abgeordnete/biografien/H/hagl-kehl_rita-857446,11.11.1970,SPD,Landesliste,https://www.bundestag.de/resource/image/864290/3x4/284/379/b69d25209baa528319fde03c5f0a554c/1D81C20DA2A6CBB4A5CC0FFB8200BCD2/hagl-kehl_rita_gross.jpg
1818,"Hahn, Dr. André",158,Sächsische Schweiz-Osterzgebirge,Gruppe Die Linke,https://www.bundestag.de/abgeordnete/biografien/H/hahn_andre-857462,20.04.1963,DIE LINKE.,Landesliste,https://www.bundestag.de/resource/image/864288/3x4/284/379/2079eeb5ec8970ec0e54014c1b0af4fe/8D4BABFB8D42404B5433039A1AB61C26/hahn_andre_gross.jpg
1637,"Hahn, Florian",221,München-Land,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/hahn_florian-857470,14.03.1974,CSU,Direktwahl,https://www.bundestag.de/resource/image/864344/3x4/284/379/79519f6a0c30ae68c0da3311aee022dc/784EF46F9CCFAA601266EB00556A18B9/hahn_florian_gross.jpg
1819,"Hakverdi, Metin",23,Hamburg-Bergedorf – Harburg,SPD,https://www.bundestag.de/abgeordnete/biografien/H/hakverdi_metin-857438,25.06.1969,SPD,Direktwahl,https://www.bundestag.de/resource/image/864286/3x4/284/379/2f8839a59cc5fe0278dae6b7c98a0c90/5C2304A5D79DFCA66A6B1CF968072F19/hakverdi_metin_bild.jpg
2096,"Harder-Kühnel, Mariana Iris",175,Main-Kinzig – Wetterau II – Schotten,AfD,https://www.bundestag.de/abgeordnete/biografien/H/harder_kuehnel_mariana-857390,16.08.1974,AfD,Landesliste,https://www.bundestag.de/resource/image/864342/3x4/284/379/7f0d768a3c6ff3315fc67f96c1a03548/7232BB6531B22974D2382A8E9C4EB2FC/harder_kuehnel_mariana_gross.jpg
1620,"Hardt, Jürgen",103,Solingen – Remscheid – Wuppertal II,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/hardt_juergen-857408,30.05.1963,CDU,Landesliste,https://www.bundestag.dehttps://www.bundestag.de/resource/image/520108/3x4/284/379/409e498f4ba8901d63efce44cb27419d/62AE6AA16B2BA9D0853A9A74DD1F29F9/hardt_juergen_gross.jpg
2388,"Hartewig, Philipp",161,Mittelsachsen,FDP,https://www.bundestag.de/abgeordnete/biografien/H/hartewig_philipp-860586,05.10.1994,FDP,Landesliste,https://www.bundestag.de/resource/image/862096/3x4/284/379/204c0d98fcfaba50de8789c4b96d45b/668E1A32C29482A7FA6F0941015D010B/hartewig_philipp.jpg
1821,"Hartmann, Sebastian",97,Rhein-Sieg-Kreis I,SPD,https://www.bundestag.de/abgeordnete/biografien/H/hartmann_sebastian-857488,07.07.1977,SPD,Landesliste,https://www.bundestag.de/resource/image/864358/3x4/284/379/2a5301301607b6759e603b730b693b7c/3A4515E6AE7F8C1A5C4FA37CFC55A8A9/hartmann_sebastian_gross.jpg
2389,"Harzer, Ulrike",164,Erzgebirgskreis I,FDP,https://www.bundestag.de/abgeordnete/biografien/H/harzer_ulrike-860588,13.06.1968,FDP,Landesliste,https://www.bundestag.de/resource/image/862100/3x4/284/379/2cf23d646d1ab4cf77d4a7de21a80c8c/9530ED5FBF1B9A7ABBEB7A5935802824/harzer_ulrike.jpg
1416,"Haßelmann, Britta",132,Bielefeld – Gütersloh II,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/H/hasselmann_britta-857416,10.12.1961,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/864282/3x4/284/379/afae1726fe540bd54893867531cfa08a/2D0BE7D3C78DC07F6318C927A00519C4/hasselmann_britta_gross.jpg
1822,"Hauer, Matthias",120,Essen III,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/hauer_matthias-857432,18.12.1977,CDU,Direktwahl,https://www.bundestag.de/resource/image/864280/3x4/284/379/95b63c1c607e7902b8b33d587585a629/12631257BF0039E7B4D51D941D16D8E1/hauer_matthias_bild.jpg
2099,"Haug, Jochen",95,Köln III,AfD,https://www.bundestag.de/abgeordnete/biografien/H/haug_jochen-857388,11.01.1973,AfD,Landesliste,https://www.bundestag.de/resource/image/864356/3x4/284/379/38579823e4f62d8e71bb8aff2ea5f3b4/27113BA5458D74E9EBF8673F89A65C66/haug_jochen_gross.jpg
1824,"Heck, Dr. Stefan",171,Marburg,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/heck_stefan-860650,18.08.1982,CDU,Landesliste,https://www.bundestag.de/resource/image/862102/3x4/284/379/94626b5f589619139f77e442c8137335/628BB5D861E204D8BD1425CAF57C33C1/heck_stefan.jpg
1825,"Heidenblut, Dirk",119,Essen II,SPD,https://www.bundestag.de/abgeordnete/biografien/H/heidenblut_dirk-857440,21.04.1961,SPD,Direktwahl,https://www.bundestag.de/resource/image/864278/3x4/284/379/f1b2b1d37f09db5f60dd96230ac102bb/91E809C534B82F69A825D9E91F7C8D3C/heidenblut_dirk_bild.jpg
2289,"Heidt, Peter",177,Wetterau I,FDP,https://www.bundestag.de/abgeordnete/biografien/H/heidt_peter-857476,28.04.1965,FDP,Landesliste,https://www.bundestag.de/resource/image/864276/3x4/284/379/4147a965ea68c9abd3291b58429d689/A8FF847F89F244377F4CA2B2BF9367F3/heidt_peter_gross.jpg
1030,"Heil (Peine), Hubertus",45,Gifhorn – Peine,SPD,https://www.bundestag.de/abgeordnete/biografien/H/heil_hubertus-857452,,,,https://www.bundestag.de/resource/image/864274/3x4/284/379/d6f7cc854e4d7d18c2591e825d724339/867748AE12780394BAC50E76E126F07E/heil_hubertus_gross.jpg
1586,"Heil, Mechthild",198,Ahrweiler,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/heil_mechthild-857412,23.08.1961,CDU,Direktwahl,https://www.bundestag.de/resource/image/864340/3x4/284/379/10d5d6f7af00ba2991699c8fde1ed548/F52E2D0D63F7B36BB9219C45BF160C25/heil_mechthild_gross.jpg
2390,"Heiligenstadt, Frauke",52,Goslar – Northeim – Osterode,SPD,https://www.bundestag.de/abgeordnete/biografien/H/heiligenstadt_frauke-860864,24.03.1966,SPD,Direktwahl,https://www.bundestag.de/resource/image/869640/3x4/284/379/50e66d780fd50862371df67b23d3484f/6DA1EEF4565E24A9DC401A1AEBB1AD29/heiligenstadt_frauke.jpg
2101,"Heilmann, Thomas",79,Berlin-Steglitz-Zehlendorf,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/heilmann_thomas-857430,16.07.1964,CDU,Direktwahl,https://www.bundestag.de/resource/image/864338/3x4/284/379/9fa102be0a89a3fed06ace4f5ed0bc5f/2B3099E6A38BA32DF7FE2283A25D6777/heilmann_thomas_bild.jpg
1826,"Heinrich, Gabriela",244,Nürnberg-Nord,SPD,https://www.bundestag.de/abgeordnete/biografien/H/heinrich_gabriela-857410,18.04.1963,SPD,Landesliste,https://www.bundestag.de/resource/image/864336/3x4/284/379/7bbaffdcc0920c8c074131a7071b0143/E8F613228B8E4A298442681AFD7E2432/heinrich_gabriela_gross.jpg
2391,"Heitmann, Linda",19,Hamburg-Altona,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/H/heitmann_linda-860706,02.08.1982,BÜNDNIS 90/DIE GRÜNEN,Direktwahl,https://www.bundestag.de/resource/image/862560/3x4/284/379/48caf4c7f22ae6cad3b1fdea9c120601/7BD025265B0548716A725277E2D51CB6/heitmann_linda.jpg
2392,"Helferich, Matthias",143,Dortmund II,fraktionslos,https://www.bundestag.de/abgeordnete/biografien/H/helferich_matthias-860592,14.10.1988,AfD,Landesliste,https://www.bundestag.de/resource/image/862110/3x4/284/379/18143ee1cec499dd7e2bf5aabb585e16/859065076721766A3FCCC96BAABF1E94/helferich_matthias.jpg
1989,"Helfrich, Mark",3,Steinburg – Dithmarschen Süd,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/helfrich_mark-857398,08.09.1978,CDU,Direktwahl,https://www.bundestag.de/resource/image/864334/3x4/284/379/fd810c9dbbfafa107b63eb489f7aa/AB55C14CE11FB75263B807FD6609E285/helfrich_mark_gross.jpg
2102,"Helling-Plahr, Katrin",138,Hagen – Ennepe-Ruhr-Kreis I,FDP,https://www.bundestag.de/abgeordnete/biografien/H/helling_plahr_katrin-857420,02.04.1986,FDP,Landesliste,https://www.bundestag.de/resource/image/864330/3x4/284/379/684acd5544b8463e08a3cfc6d7b73da5/44DDC69EC193DC00ADB359446EA82DFD/helling_plahr_katrin_gross.jpg
1760,"Hellmich, Wolfgang",146,Soest,SPD,https://www.bundestag.de/abgeordnete/biografien/H/hellmich_wolfgang-857434,05.05.1958,SPD,Landesliste,https://www.bundestag.de/resource/image/864328/3x4/284/379/7f9839cf808a630290f9940e5c14d1a/8BE94654295A98817520581D55C67C3F/hellmich_wolfgang_gross.jpg
2393,"Henneberger, Kathrin",109,Mönchengladbach,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/H/henneberger_kathrin-860936,01.04.1987,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/862116/3x4/284/379/462b75dc6b5094aabd08d31c3f6b5c1a/A2BE0B9D411BE0CCEEB2548B37EC5005/henneberger_kathrin.jpg
2395,"Hennig, Anke",38,Osnabrück-Land,SPD,https://www.bundestag.de/abgeordnete/biografien/H/hennig_anke-860878,07.10.1964,SPD,Landesliste,https://www.bundestag.de/resource/image/863080/3x4/284/379/952e6ea7977dd83178e386a2f1de77d/FCE6720C901B7D97CA77FDC3B366D6BA/henning_anke.jpg
2394,"Hennig-Wellsow, Susanne",193,Erfurt – Weimar – Weimarer Land II,Gruppe Die Linke,https://www.bundestag.de/abgeordnete/biografien/H/hennig_wellsow_susanne-860596,13.10.1977,DIE LINKE.,Landesliste,https://www.bundestag.de/resource/image/862118/3x4/284/379/6238acd8d4e64f790315d638bd07cc15/8A0F2C660BCBF26D7389F821DDB408EE/hennig-wellsow_susanne.jpg
2104,"Henrichmann, Marc",127,Coesfeld – Steinfurt II,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/henrichmann_marc-857478,01.06.1976,CDU,Direktwahl,https://www.bundestag.de/resource/image/864350/3x4/284/379/ebca5317238d695b939c45de63422273/06178CC3845B1F7BB65FDFBD2026E7B1/henrichmann_marc_gross.jpg
2105,"Herbrand, Markus",92,Euskirchen – Rhein-Erft-Kreis II,FDP,https://www.bundestag.de/abgeordnete/biografien/H/herbrand_markus-857442,24.02.1971,FDP,Landesliste,https://www.bundestag.de/resource/image/864352/3x4/284/379/857240525e6f5e765de91321e530b819/834A3E1E801899B1F8EA69421A97BA67/herbrand_markus_gross.jpg
2106,"Herbst, Torsten",159,Dresden I,FDP,https://www.bundestag.de/abgeordnete/biografien/H/herbst_torsten-857454,23.08.1973,FDP,Landesliste,https://www.bundestag.de/resource/image/864354/3x4/284/379/f4f30ea1fdff7172b93da61f80e88b74/ED29EBE86F3F584C78C4425894C6BFE3/herbst_torsten_gross.jpg
2396,"Herrmann, Bernhard",163,Chemnitzer Umland – Erzgebirgskreis II,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/H/herrmann_bernhard-861258,13.01.1966,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/862120/3x4/284/379/8a1a9a0c9c76b694d3fa31277cf3fae/F56E1059694C7F9EDF95519B2D3516FE/herrmann_bernhard.jpg
2397,"Heselhaus, Nadine",126,Borken II,SPD,https://www.bundestag.de/abgeordnete/biografien/H/heselhaus_nadine-860970,12.10.1978,SPD,Landesliste,https://www.bundestag.de/resource/image/862122/3x4/284/379/84d78f3e97a26fd1ca241a69256e1f5b/7ECF03CFA785AC12CB6C778DE96FAB97/heselhaus_nadine.jpg
2110,"Hess, Martin",265,Ludwigsburg,AfD,https://www.bundestag.de/abgeordnete/biografien/H/hess_martin-857490,11.01.1971,AfD,Landesliste,https://www.bundestag.de/resource/image/863918/3x4/284/379/5945bd10e00639eb37d057a80a450d95/93A04DA3A0EB7FCB14627C1882DC5FC5/hess_martin.jpg
2111,"Hessel, Katja",244,Nürnberg-Nord,FDP,https://www.bundestag.de/abgeordnete/biografien/H/hessel_katja-857474,05.05.1972,FDP,Landesliste,https://www.bundestag.de/resource/image/864296/3x4/284/379/7d223862b8d771d85b7de98e0f596fab/4F24B0098AB2B93090A6A4E94B2FD939/hessel_katja_gross.jpg
2605,"Heubach, Heike",253,Augsburg-Land,SPD,https://www.bundestag.de/abgeordnete/biografien/H/heubach_heike-860308,,,,https://www.bundestag.de/resource/image/862564/3x4/284/379/7851ef19dc5ba57dc62c9dcf8ed6c0/F910A4CC379B56B0031952D8DDF9E8C6/heubach_heike.jpg
1673,"Heveling, Ansgar",110,Krefeld I – Neuss II,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/heveling_ansgar-857460,03.07.1972,CDU,Direktwahl,https://www.bundestag.de/resource/image/864298/3x4/284/379/51b916f4e8d83b5d458082533194c5fb/6B7BC6D6F02E1D427C05B7E2094C86DB/heveling_ansgar_gross.jpg
2398,"Hierl, Susanne",232,Amberg,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/hierl_susanne-860324,29.09.1973,CSU,Direktwahl,https://www.bundestag.de/resource/image/869756/3x4/284/379/1ae3e2c7e2c64c8e3646a3010ffb6d87/FDA11A092761BEB0920AE87F9CAA497B/hierl_susanne_gross.jpg
2112,"Hilse, Karsten",156,Bautzen I,AfD,https://www.bundestag.de/abgeordnete/biografien/H/hilse_karsten-857458,12.12.1964,AfD,Direktwahl,https://www.bundestag.de/resource/image/864300/3x4/284/379/a5fabdb9534a5ce07db8003f77eeb777/9D71E844B5C979B40C16A73B52EE4CB3/hilse_karsten_gross.png
1538,"Hirte, Christian",190,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/hirte_christian-857492,23.05.1976,CDU,Landesliste,https://www.bundestag.de/resource/image/864302/3x4/284/379/8cf9bf87d331ebd6ed87393cf6ab2b7c/432525B4A61A342E4F8554DE6E1784B1/hirte_christian_gross.jpg
1831,"Hitschler, Thomas",211,Südpfalz,SPD,https://www.bundestag.de/abgeordnete/biografien/H/hitschler_thomas-857396,22.06.1982,SPD,Direktwahl,https://www.bundestag.de/resource/image/864304/3x4/284/379/df1c6114d810ba1b62f69927bb72d3b8/35B2F279A8F99199EAA946BDCF79B7AB/hitschler_thomas_gross.jpg
2114,"Hocker, Dr. Gero Clemens",34,Osterholz – Verden,FDP,https://www.bundestag.de/abgeordnete/biografien/H/hocker_gero-857472,30.06.1975,FDP,Landesliste,https://www.bundestag.de/resource/image/864306/3x4/284/379/e238a1ebc3f1fbd3e0bdc4bee7f6a98f/B6498775EDAFA07328B64D73E3B20A14/hocker_gero_gross.jpg
2113,"Höchst, Nicole",201,Kreuznach,AfD,https://www.bundestag.de/abgeordnete/biografien/H/hoechst_nicole-857424,10.02.1970,AfD,Landesliste,https://www.bundestag.de/resource/image/864308/3x4/284/379/4d8addf979cca712aba581eaba21c3b7/0C7E076F554A4E724ADCB9BEFA723FF4/hoechst_nicole_bild.jpg
1674,"Höferlin, Manuel",206,Worms,FDP,https://www.bundestag.de/abgeordnete/biografien/H/hoeferlin_manuel-857484,06.02.1973,FDP,Landesliste,https://www.bundestag.de/resource/image/864310/3x4/284/379/2d35275e2a2c4d17956a4191a20f0076/C5BE0FC6D1D5D604C731CEC136378251/hoeferlin_manuel_gross.jpg
2399,"Hönel, Bruno",11,Lübeck,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/H/hoenel_bruno-861328,01.04.1996,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/862146/3x4/284/379/5d2b829c6f791a83e319683d15f295fa/1B671BC21093AF9D12C928AEC9B5E1D5/honel_bruno.jpg
1832,"Hoffmann, Alexander",249,Main-Spessart,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/hoffmann_alexander-857494,06.03.1975,CSU,Direktwahl,https://www.bundestag.de/resource/image/864312/3x4/284/379/30e2cc4f715e5128f12fca5e21683eed/52576935530994BCE14BA0B9D2929440/hoffmann_alexander_gross.jpg
2115,"Hoffmann, Dr. Bettina",170,Schwalm-Eder,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/H/hoffmann_bettina-857468,18.01.1960,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/864314/3x4/284/379/b759bb9f60729026c0b4e0093ebdce7/4407595EAAC7DC002616DC2C50D88E16/hoffmann_bettina_gross.jpg
2116,"Hoffmann, Dr. Christoph",282,Lörrach – Müllheim,FDP,https://www.bundestag.de/abgeordnete/biografien/H/hoffmann_christoph-857402,09.12.1957,FDP,Landesliste,https://www.bundestag.de/resource/image/864316/3x4/284/379/b5e372f4985c539c94f75fee894319aa/69029F42115C8EDD3FE8C6537974B0BF/hoffmann_christoph_gross.jpg
1426,"Hofreiter, Dr. Anton",221,München-Land,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/H/hofreiter_anton-857482,02.02.1970,BÜNDNIS 90/DIE GRÜNEN,Landesliste,https://www.bundestag.de/resource/image/864318/3x4/284/379/5e8d4d02370169c0a390c366d8570b47/BB648319588CF0F6A0CB2A49FC35759E/hofreiter_anton_gross.jpg
2604,"Hohmann, Angela",,,SPD,https://www.bundestag.de/abgeordnete/biografien/H/989052-989052,,,,https://www.bundestag.de/resource/image/989056/3x4/284/379/b64c69036c4a81849a76950d13abd5ea/AF9267A6F886FF906B75CB80A8E9090C/hohmann_angela.jpg
2120,"Holm, Leif-Erik",15,Vorpommern-Rügen – Vorpommern-Greifswald I,AfD,https://www.bundestag.de/abgeordnete/biografien/H/holm_leif-857480,01.08.1970,AfD,Landesliste,https://www.bundestag.de/resource/image/864320/3x4/284/379/76e5c98aa0ac1b9eebd0b162ce33f9c9/A2A2167D227B8C134C90C455DDA77C45/holm_leif_gross.jpg
2121,"Holtz, Ottmar von",48,Hildesheim,Bündnis 90/Die Grünen,https://www.bundestag.de/abgeordnete/biografien/H/holtz_ottmar-857436,,,,https://www.bundestag.de/resource/image/985812/3x4/284/379/f63af652657334ed18912cfd55763838/7D77D8819BC05E5E0B8744472F2AB6BC/holtz_ottmar_gross.jpg
1833,"Hoppenstedt, Dr. Hendrik",43,Hannover-Land I,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/hoppenstedt_hendrik-857418,14.06.1972,CDU,Landesliste,https://www.bundestag.de/resource/image/864322/3x4/284/379/b7691d60e792c55d0d543d3b076823d9/544686073FC587FF5BA1880792E6F8D4/hoppenstedt_hendrik_gross.jpg
2400,"Hoppermann, Franziska",22,Hamburg-Wandsbek,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/hoppermann_franziska-860600,08.01.1982,CDU,Landesliste,https://www.bundestag.de/resource/image/862136/3x4/284/379/234e2dcf506667037a4712bd822cca9c/C8447576DA223B4ED3C0CFA9ACD06A2E/hoppermann_franziska.jpg
2401,"Hostert, Jasmina",260,Böblingen,SPD,https://www.bundestag.de/abgeordnete/biografien/H/hostert_jasmina-860128,03.12.1982,SPD,Landesliste,https://www.bundestag.de/resource/image/862140/3x4/284/379/433df63d3f450b8fcdb1bb47441d2a1e/53E7EC7672A45EE959E70121A5196A24/hostert_jasmina.jpg
2122,"Houben, Reinhard",93,Köln I,FDP,https://www.bundestag.de/abgeordnete/biografien/H/houben_reinhard-857414,29.04.1960,FDP,Landesliste,https://www.bundestag.de/resource/image/864324/3x4/284/379/f06e9cb860c6104057ea844f1cb578e2/7CC7013633BA06CBA1480A57F3F93093/houben_reinhard_gross.png
2123,"Huber, Johannes",214,Freising,fraktionslos,https://www.bundestag.de/abgeordnete/biografien/H/huber_johannes-857428,12.01.1987,Plos,Landesliste,https://www.bundestag.de/resource/image/864326/3x4/284/379/59d40a0a84d674dc80c69ae890ef43eb/C62A5E82F926DBA6ADAF1C9099CC88E2/huber_johannes_gross.jpg
2402,"Hubertz, Verena",203,Trier,SPD,https://www.bundestag.de/abgeordnete/biografien/H/hubertz_verena-861188,26.11.1987,SPD,Direktwahl,https://www.bundestag.de/resource/image/863234/3x4/284/379/533819d79c9b80a4334e90a3fff556f6/D6EBC279593273D702FBB4E04B7F7D44/hubertz_verena_bild.jpg
2403,"Hümpfer, Markus",250,Schweinfurt,SPD,https://www.bundestag.de/abgeordnete/biografien/H/huempfer_markus-860292,17.03.1992,SPD,Landesliste,https://www.bundestag.de/resource/image/862148/3x4/284/379/5d2572af6b4c061b1aaa516b9919e4b/ADB663A3B7BF732E62F1867727FA6FE2/humpfer_markus.jpg
217,"Hüppe, Hubert",144,Unna I,CDU/CSU,https://www.bundestag.de/abgeordnete/biografien/H/hueppe_hubert-860964,03.11.1956,CDU,Landesliste,https://www.bundestag.de/resource/image/862150/3x4/284/379/3e4afcd7e194b857d3c95d8706ab109b/A70E35A694D4BA62D3E5DDCC48A85534/huppe_hubert.jpg
