mdb_id,address,street,postalcode,city,lat,lon
2532,"Maxstr. 65, 67059 Ludwigshafen",Maxstr. 65,67059,Ludwigshafen,49.483583,8.4423257
2237,"Hauptstr. 18, 79761 Waldshut-Tiengen",Hauptstr. 18,79761,Waldshut-Tiengen,47.6342758,8.2745695
2238,"Ilzweg 1, 82140 Olching",Ilzweg 1,82140,Olching,48.210979550000005,11.333736355158921
2533,"Bahnhofstraße 10, 27749 Delmenhorst",Bahnhofstraße 10,27749,Delmenhorst,53.0511031,8.6298613
2534,,,,,,
2535,,,,,,
2241,"Postfach 100 123, 35331 Giessen",Postfach 100 123,35331,Giessen,,
1936,,,,,,
2536,"Bahnhofstraße 9, 48143 Münster",Bahnhofstraße 9,48143,Münster,51.958027099999995,7.635117629916224
1500,"Paulusstr. 45, 45657 Recklinghausen",Paulusstr. 45,45657,Recklinghausen,51.61021255,7.191444388387897
1704,"Mindener Straße 5, 32049 Herford",Mindener Straße 5,32049,Herford,52.118929,8.678011
1938,,,,,,
1501,,,,,,
2243,"Bawinkeler Str. 3, 49838 Langen",Bawinkeler Str. 3,49838,Langen,52.5409283,7.4658523
2243,"Osnabrücker Str. 38, 49170 Hagen",Osnabrücker Str. 38,49170,Hagen,52.1973659,7.9818221
2538,,,,,,
1584,"Bischofstraße 21, 53879 Euskirchen",Bischofstraße 21,53879,Euskirchen,50.66061405,6.78483723992572
2539,"Werkstr. 24, 71384 Weinstadt",Werkstr. 24,71384,Weinstadt,48.815536050000006,9.375082859554116
2244,"Kirchstraße 56, 77966 Kappel-Grafenhausen",Kirchstraße 56,77966,Kappel-Grafenhausen,48.2850395,7.7683734
2540,"Sigismundstraße 10, 78462 Konstanz",Sigismundstraße 10,78462,Konstanz,47.65921685,9.175312378360154
2541,,,,,,
2542,"Westliche Karl-Friedrich-Str. 70, 75172 Pforzheim",Westliche Karl-Friedrich-Str. 70,75172,Pforzheim,48.8919231,8.697973
2245,"Bismarckstr. 150, 26382 Wilhelmshaven",Bismarckstr. 150,26382,Wilhelmshaven,53.5282022,8.1127121
1333,"Luitpoldstr. 55, 96052 Bamberg",Luitpoldstr. 55,96052,Bamberg,49.90055,10.897718945786318
2246,"Waldemar-Klein-Platz 1, 63071 Offenbach",Waldemar-Klein-Platz 1,63071,Offenbach,50.09466755,8.798641045087336
2246,"Stehnweg 2, 63500 Seligenstadt",Stehnweg 2,63500,Seligenstadt,50.05315115,8.949884381151687
1502,"Leitergasse 4, 06108 Halle (Saale)",Leitergasse 4,06108,Halle (Saale),51.4888038,11.9655176
1680,"Weißenburgstraße 29, 70180 Stuttgart",Weißenburgstraße 29,70180,Stuttgart,48.7682908,9.178418805450049
2543,"Mülheimer Straße 7a, 51375 Leverkusen",Mülheimer Straße 7a,51375,Leverkusen,51.0314238,7.047136044938844
1940,,,,,,
1210,"Wüllener Str. 11, 48683 Ahaus",Wüllener Str. 11,48683,Ahaus,52.0758402,7.004723
2544,,,,,,
2250,"Stockholmer Platz 1, 70173 Stuttgart",Stockholmer Platz 1,70173,Stuttgart,48.7898741,9.1840494
2545,,,,,,
2251,,,,,,
1943,"Fleestedter Ring 3, 21217 Seevetal",Fleestedter Ring 3,21217,Seevetal,53.4097865,9.9899383
2252,"Münchner Straße 10, 82256 Fürstenfeldbruck",Münchner Straße 10,82256,Fürstenfeldbruck,48.1760362,11.2585677
1944,,,,,,
2253,"Kirschgartenstraße 13a,, 65719 Hofheim",Kirschgartenstraße 13a,65719,Hofheim,50.08560115,8.446491443197615
2547,,,,,,
1945,"Schneckestraße 6, 81737 München",Schneckestraße 6,81737,München,48.09416015,11.628976873064854
1946,"Castellstraße 1, 49808 Lingen",Castellstraße 1,49808,Lingen,52.5221119,7.3183651
1946,"Kolpingstraße 5, 49716 Meppen",Kolpingstraße 5,49716,Meppen,52.695439199999996,7.296989226485939
1946,"Bahnhofstr. 21a, 48529 Nordhorn",Bahnhofstr. 21a,48529,Nordhorn,52.4336012,7.0692829
2548,,,,,,
2255,"Medusastraße 16, 24143 Kiel",Medusastraße 16,24143,Kiel,54.3103193,10.1481799
1949,"Hohenzollernstraße 18, 67433 Neustadt an der Weinstraße",Hohenzollernstraße 18,67433,Neustadt an der Weinstraße,49.352656100000004,8.14190275
2549,,,,,,
1341,"Burgallee 5, 74653 Künzelsau",Burgallee 5,74653,Künzelsau,49.2690657,9.7756831
2550,"Rosa-Luxemburg-Straße 19/21, 04103 Leipzig",Rosa-Luxemburg-Straße 19/21,04103,Leipzig,,
1632,,,,,,
2551,,,,,,
2552,"Johannisstraße 7, 99817 Eisenach",Johannisstraße 7,99817,Eisenach,50.974567199999996,10.324819030343509
2552,"Bastmarkt 29, 99974 Mühlhausen",Bastmarkt 29,99974,Mühlhausen,51.2083683,10.4504603
2552,"Steinweg 26, 36433 Bad Salzungen",Steinweg 26,36433,Bad Salzungen,50.8137005,10.2373767
2553,"Luisenstraße 6, 79539 Lörrach",Luisenstraße 6,79539,Lörrach,47.615788949999995,7.662782914325359
2256,"Zionskirchstraße 3, 10119 Berlin",Zionskirchstraße 3,10119,Berlin,52.5339303,13.4057445
2257,"Wallstraße 16, 40213 Düsseldorf",Wallstraße 16,40213,Düsseldorf,51.2247633,6.77452
1597,,,,,,
2259,"Kirchstr. 15, 88250 Weingarten",Kirchstr. 15,88250,Weingarten,47.8086676,9.6423912
813,,,,,,
1536,"Domstraße 87, 63067 Offenbach",Domstraße 87,63067,Offenbach,50.1069865,8.7523873
1536,"Frankfurter Straße 53, 63218 Dietzenbach",Frankfurter Straße 53,63218,Dietzenbach,50.01333045,8.775007390203914
2554,"Moltkestraße 52, 12203 Berlin",Moltkestraße 52,12203,Berlin,52.4471923,13.3066353
2555,,,,,,
2515,"August-Bebel-Str. 33, 01219 Dresden",August-Bebel-Str. 33,01219,Dresden,51.0283139,13.7587887
2262,,,,,,
1954,,,,,,
2263,"Am Stadion 18-24, 51465 Bergisch Gladbach",Am Stadion 18-24,51465,Bergisch Gladbach,50.9941824,7.1149851
2556,"Kirchstraße 22/24, 37235 Hessisch Lichtenau",Kirchstraße 22/24,37235,Hessisch Lichtenau,,
2556,"Marktplatz 12, 36199 Rotenburg",Marktplatz 12,36199,Rotenburg,50.99431815,9.726565899999997
2264,"Dortustr. 11, 14467 Potsdam",Dortustr. 11,14467,Potsdam,52.4010478,13.0534742
2557,,,,,,
2265,,,,,,
1955,"Stadttorstr. 5, 44532 Lünen,",Stadttorstr. 5 44532 Lünen,44532,"Lünen,",51.6137255,7.5256032
1955,"Westhofenstr. 1, 59065 Hamm",Westhofenstr. 1,59065,Hamm,51.6795793,7.8159668
2266,,,,,,
1596,"Dieselstraße 1, 87437 Kempten",Dieselstraße 1,87437,Kempten,47.7471013,10.3208049
2267,,,,,,
1271,"Brühler Straße 4, 99084 Erfurt",Brühler Straße 4,99084,Erfurt,50.97385105,11.018345340463716
1271,"Erfurter Straße 12, 99423 Weimar",Erfurter Straße 12,99423,Weimar,50.9801615,11.321726396952362
1956,"Bahnstraße 31, 45468 Mülheim an der Ruhr",Bahnstraße 31,45468,Mülheim an der Ruhr,51.430120900000006,6.8847158845186005
2558,"Innere Schneeberger Str. 16, 08056 Zwickau",Innere Schneeberger Str. 16,08056,Zwickau,50.7159489,12.4967133
1757,"Sedanstr. 11, 42275 Wuppertal",Sedanstr. 11,42275,Wuppertal,51.272003999999995,7.195679231371232
2269,"Gabelsbergerstraße 15, 45879 Gelsenkirchen",Gabelsbergerstraße 15,45879,Gelsenkirchen,51.513796049999996,7.096401985263377
2269,"Goldbergstraße 64, 45894 Gelsenkirchen",Goldbergstraße 64,45894,Gelsenkirchen,51.578890400000006,7.0620171688229085
1510,"Stadtgrabenstr. 5, 71032 Böblingen",Stadtgrabenstr. 5,71032,Böblingen,48.685910750000005,9.010166508379571
1957,"Hirschenstr. 24, 90762 Fürth",Hirschenstr. 24,90762,Fürth,49.4740709,10.986204917561984
2559,Friesenstr. 58 26789 Leer,,26789,Leer,53.4614162,7.4550739
2560,,,,,,
2015,"Stengelstraße 5, 66117 Saarbrücken",Stengelstraße 5,66117,Saarbrücken,49.2333026,6.98919865713372
2015,"Kirchenstraße 7, 66424 Homburg",Kirchenstraße 7,66424,Homburg,49.3209043,7.339480846106557
2015,"De-Lenoncourt-Straße 13, 66763 Dillingen",De-Lenoncourt-Straße 13,66763,Dillingen,49.352033,6.7249686
2561,,,,,,
2270,"Pleicherkirchplatz 15, 97070 Würzburg",Pleicherkirchplatz 15,97070,Würzburg,49.79759145,9.92816298502695
2562,,,,,,
2271,"Ernestinerstr. 16, 98617 Meiningen",Ernestinerstr. 16,98617,Meiningen,50.56883605,10.41368615674636
1958,"Heilig-Kreuz-Straße 24, 86152 Augsburg",Heilig-Kreuz-Straße 24,86152,Augsburg,48.372322049999994,10.891311299878975
1512,"Mühlstr. 44, 67659 Kaiserslautern",Mühlstr. 44,67659,Kaiserslautern,49.44600615,7.7625390254291435
1960,,,,,,
2272,,,,,,
2286,"Georgstraße 28, 31582 Nienburg",Georgstraße 28,31582,Nienburg,52.6388873,9.2085177
2286,"Obernstraße 18, 31655 Stadthagen",Obernstraße 18,31655,Stadthagen,52.3220454,9.2050873
1964,"Schwartzstraße 52, 46049 Oberhausen",Schwartzstraße 52,46049,Oberhausen,51.4735319,6.8570443
1964,"Bahnhofsplatz 5, 46535 Dinslaken",Bahnhofsplatz 5,46535,Dinslaken,51.5670437,6.7362058
1725,,,,,,
1570,"Karlstr. 17, 48282 Emsdetten",Karlstr. 17,48282,Emsdetten,52.17488975,7.525496293383968
1570,"Oststr. 48, 59065 Hamm",Oststr. 48,59065,Hamm,51.682539399999996,7.8237780163975765
2563,,,,,,
2594,"Lisdorfer Straße 9, 66740 Saarlouis",Lisdorfer Straße 9,66740,Saarlouis,49.3127686,6.754493003106618
2594,"Trierer Straße 21, 66663 Merzig",Trierer Straße 21,66663,Merzig,49.44394655000001,6.6364069057668305
2273,,,,,,
1723,"Paradeplatz 10, 24768 Rendsburg",Paradeplatz 10,24768,Rendsburg,54.3004369,9.663230549710713
2564,"Hanauer Straße 13 1/2, 63755 Alzenau",Hanauer Straße 13 1/2,63755,Alzenau,,
2565,,,,,,
1610,,,,,,
2566,"Richard-Wagner-Straße 4, 93055 Regensburg",Richard-Wagner-Straße 4,93055,Regensburg,49.01501365,12.107926448259253
2567,,,,,,
861402,,,,,,
2568,,,,,,
2569,"Bahnhofstraße 4, 03238 Finsterwalde",Bahnhofstraße 4,03238,Finsterwalde,51.63627765,13.71039931274046
1756,,,,,,
1180,"Ernst-Thälmann-Str. 22, 09366 Stollberg",Ernst-Thälmann-Str. 22,09366,Stollberg,50.7094865,12.7812104
1968,,,,,,
2276,"Wilhelmstraße 55, 57518 Betzdorf",Wilhelmstraße 55,57518,Betzdorf,50.791706,7.8686999
2570,"Hauptstraße 22, 82319 Starnberg",Hauptstraße 22,82319,Starnberg,47.9972699,11.339406
2570,"Hinterer Anger 298, 86899 Landsberg am Lech",Hinterer Anger 298,86899,Landsberg am Lech,48.0513633,10.877349473151124
2570,"Eugen-Papst-Str. 4, 82110 Germering",Eugen-Papst-Str. 4,82110,Germering,48.1319831,11.3660286
2571,"Sankt-Florian-Straße 2, 64521 Groß-Gerau",Sankt-Florian-Straße 2,64521,Groß-Gerau,49.92899295,8.485585684304594
2277,,,,,,
2293,"Hauptstraße 344, 55743 Idar-Oberstein",Hauptstraße 344,55743,Idar-Oberstein,49.7033863,7.3201427
2293,"Beinde 50, 55543 Bad Kreuznach",Beinde 50,55543,Bad Kreuznach,49.8444848,7.8601444
1971,"Karl-Götz-Str. 17, 97424 Schweinfurt",Karl-Götz-Str. 17,97424,Schweinfurt,50.0562552,10.1957371
2572,"Franziskanerstraße 14, 81669 München",Franziskanerstraße 14,81669,München,48.1267725,11.5919659
2573,"Bahnhofstraße 124, 78532 Tuttlingen",Bahnhofstraße 124,78532,Tuttlingen,47.9813324,8.801508516786516
2573,"Bahnhofstraße 1, 78628 Rottweil",Bahnhofstraße 1,78628,Rottweil,48.1655107,8.630327434615385
1690,,,,,,
2574,,,,,,
2575,"Hauptstr. 23, 54634 Bitburg",Hauptstr. 23,54634,Bitburg,49.9742591,6.6381294651929235
2575,"Burgstr. 10, 54516 Wittlich",Burgstr. 10,54516,Wittlich,49.9045292,6.838607699581178
2278,"Linzer Str. 3, 53604 Bad Honnef",Linzer Str. 3,53604,Bad Honnef,50.6434029,7.228786811421159
1973,"Osterstraße 39A, 31134 Hildesheim,",Osterstraße 39A 31134 Hildesheim,31134,"Hildesheim,",52.1545764,9.9552048
1973,"Paulistraße 6, 31061 Alfeld",Paulistraße 6,31061,Alfeld,51.9848506,9.8251109
2279,,,,,,
1974,,,,,,
1130,"Am Stadtgraben 21, 72070 Tübingen",Am Stadtgraben 21,72070,Tübingen,48.52291385,9.055641082239264
2280,,,,,,
2576,"Goethestrasse 16, 40822 Mettmann",Goethestrasse 16,40822,Mettmann,51.25208745,6.97275215
1975,,,,,,
2281,"Kurt-Schumacher-Str. 30-32, 60313 Frankfurt",Kurt-Schumacher-Str. 30-32,60313,Frankfurt,50.1140771,8.6881325
2144,,,,,,
1135,"Hirsenstraße 13, 65329 Hohenstein",Hirsenstraße 13,65329,Hohenstein,50.2085127,8.08898180445351
1135,"Liebigstraße 12, 65307 Bad Schwalbach",Liebigstraße 12,65307,Bad Schwalbach,50.14699195,8.083656112954042
1519,"Wahnbachtalstraße 8, 53721 Siegburg",Wahnbachtalstraße 8,53721,Siegburg,50.78777505,7.222478596467639
2577,"Wilhelmstraße 18, 91413 Neustadt a. d. Aisch",Wilhelmstraße 18,91413,Neustadt a. d. Aisch,49.579252249999996,10.606708490740893
2578,"Marktplatz 13, 92421 Schwandorf",Marktplatz 13,92421,Schwandorf,49.33079725,12.108499197760374
2283,,,,,,
2579,"Gymnasiumstraße 6, 76804 Landau",Gymnasiumstraße 6,76804,Landau,49.1977967,8.111555964502731
2580,"Allerheiligentor 2-4, 60311 Frankfurt am Main",Allerheiligentor 2-4,60311,Frankfurt am Main,50.1130815,8.693439172168297
2284,,,,,,
2581,,,,,,
2582,"Stadtseeallee 20, 39576 Stendal",Stadtseeallee 20,39576,Stendal,52.6036622,11.8488247
2582,"Ernst Thälmann Straße 12, 39638 Gardelegen",Ernst Thälmann Straße 12,39638,Gardelegen,52.5254567,11.392897286629928
2582,"Breite Str. 45, 29410 Salzwedel",Breite Str. 45,29410,Salzwedel,52.8556008,11.1548436
2583,"Neue Marktstraße 32, 31785 Hameln",Neue Marktstraße 32,31785,Hameln,52.10333715,9.360389767300218
2584,,,,,,
1980,,,,,,
1984,"Innere Bamberger Straße 3, 96215 Lichtenfels",Innere Bamberger Straße 3,96215,Lichtenfels,50.1456692,11.062885036973121
2585,"Binnengärtenstraße 9, 06749 Bitterfeld-Wolfen",Binnengärtenstraße 9,06749,Bitterfeld-Wolfen,51.62311895,12.326658970149829
2585,"Fritz-Brandt-Straße 14, 39261 Zerbst",Fritz-Brandt-Straße 14,39261,Zerbst,51.9862143,11.98980075
2285,"Poth 1, 58638 Iserlohn",Poth 1,58638,Iserlohn,51.3739701,7.6956487
1985,"Uckermark, Marktberg 33, 17291 Prenzlau",Uckermark Marktberg 33,17291,Prenzlau,,
1985,"Karl-Marx-Platz 4, 16225 Eberswalde",Karl-Marx-Platz 4,16225,Eberswalde,52.8333724,13.8120713
1990,"Markt 3, 64823 Groß-Umstadt",Markt 3,64823,Groß-Umstadt,49.86845925,8.928536500983796
1990,"Hauptstr. 2, 64711 Erbach",Hauptstr. 2,64711,Erbach,49.6576443,8.993310765922892
2586,,,,,,
2587,"Fischerfeldstraße 7-11, 60311 Frankfurt am Main",Fischerfeldstraße 7-11,60311,Frankfurt am Main,50.1103456,8.6910439
2588,"Doberaner Str. 6, 18057 Rostock",Doberaner Str. 6,18057,Rostock,54.0879291,12.12505497015194
