mdb_id,ausschuss_id,funktion
1647,a17,
2377,a17,
1410,a17,
2378,a17,
2087,a17,
1994,a17,
2467,a17,
2379,a17,
1020,a17,
2380,a17,
1616,a17,
2091,a17,
2381,a17,
2382,a17,
2383,a17,
1155,a17,
763,a17,
1208,a17,
1269,a17,
2591,a17,
1412,a17,
2384,a17,
764,a17,
2093,a17,
1813,a17,
2385,a17,
1815,a17,
2386,a17,
1176,a17,
167,a17,
1816,a17,
2387,a17,
2094,a17,
1324,a17,
1817,a17,
1818,a17,
1637,a17,
1819,a17,
2096,a17,
1620,a17,
2388,a17,
1821,a17,
2389,a17,
1416,a17,
1822,a17,
2099,a17,
1824,a17,
1825,a17,
2289,a17,S
1030,a17,
1586,a17,
2390,a17,
2101,a17,
1826,a17,stv.M.
2391,a17,
2392,a17,
1989,a17,
2102,a17,
1760,a17,
2393,a17,
2395,a17,stv.M.
2394,a17,
2104,a17,
2105,a17,
2106,a17,
2396,a17,
2397,a17,
2110,a17,
2111,a17,
2605,a17,
1673,a17,
2398,a17,
2112,a17,
1538,a17,
1831,a17,
2114,a17,
2113,a17,
1674,a17,
2399,a17,
1832,a17,
2115,a17,
2116,a17,
1426,a17,
2604,a17,
2120,a17,
2121,a17,
1833,a17,
2400,a17,stv.M.
2401,a17,
2122,a17,
2123,a17,
2402,a17,
2403,a17,
217,a17,
1578,a17,
2404,a17,
2125,a17,
1839,a17,
2127,a17,
1840,a17,
2405,a17,
2406,a17,
1738,a17,
2128,a17,
2129,a17,
1433,a17,
1845,a17,
1434,a17,
2407,a17,
1551,a17,
2408,a17,
2132,a17,
2134,a17,
2409,a17,
1851,a17,
2410,a17,
2411,a17,
1853,a17,
2412,a17,
2413,a17,
1720,a17,
2415,a17,
1996,a17,
2416,a17,
1557,a17,
2139,a17,
2417,a17,stv.M.
1567,a17,
2140,a17,
1709,a17,
1855,a17,
2418,a17,
2141,a17,
2419,a17,
1640,a17,
1580,a17,
2142,a17,
2420,a17,
1374,a17,
2421,a17,
2422,a17,
2145,a17,
2423,a17,
1730,a17,
1734,a17,
2146,a17,
2424,a17,
2148,a17,
1441,a17,
1860,a17,
1368,a17,
2147,a17,
2149,a17,
1859,a17,
2425,a17,
1442,a17,
2426,a17,
2151,a17,
2427,a17,
2428,a17,
2152,a17,
1050,a17,
2429,a17,
2602,a17,
1344,a17,
1174,a17,
2430,a17,
2603,a17,
2431,a17,
2432,a17,
2154,a17,
2433,a17,
1327,a17,
2156,a17,
1329,a17,
2434,a17,
2435,a17,
1599,a17,
2436,a17,
2437,a17,
2438,a17,
1865,a17,
1451,a17,
1561,a17,
2159,a17,stv.M.
2160,a17,
2161,a17,
2295,a17,
1453,a17,
1866,a17,
2439,a17,
1867,a17,
2440,a17,
1569,a17,
1869,a17,
2442,a17,
2443,a17,
2445,a17,
2444,a17,
2446,a17,
2447,a17,
2162,a17,
1872,a17,
2163,a17,
1752,a17,
2164,a17,stv.M.
1631,a17,
1196,a17,stv.M.
1241,a17,
2449,a17,
2166,a17,
2167,a17,
2450,a17,O.
1605,a17,
1243,a17,
2451,a17,
2452,a17,
2453,a17,
1621,a17,
1703,a17,
2454,a17,
2455,a17,
2290,a17,
1876,a17,
2456,a17,
2457,a17,
2173,a17,
2174,a17,
2459,a17,
2302,a17,
2460,a17,
2461,a17,
1458,a17,
1601,a17,
1347,a17,
2463,a17,
2462,a17,
2464,a17,
2465,a17,
779,a17,
2595,a17,
2466,a17,
2468,a17,
2469,a17,
1882,a17,
2178,a17,
2470,a17,
2471,a17,
1652,a17,
1463,a17,
2472,a17,
1883,a17,
2473,a17,S
1885,a17,
1625,a17,stv.M.
2184,a17,
2474,a17,
2181,a17,
2183,a17,
2475,a17,
1718,a17,
2476,a17,
2477,a17,
2186,a17,
2187,a17,
1888,a17,
1469,a17,
2188,a17,
1470,a17,
2478,a17,
2479,a17,
2480,a17,
2190,a17,
1291,a17,
1556,a17,
2192,a17,
1889,a17,
2194,a17,
1309,a17,
2481,a17,
2482,a17,
2483,a17,stv.M.
2195,a17,
2484,a17,
2196,a17,
2486,a17,
2485,a17,
2198,a17,
1077,a17,
2199,a17,
1622,a17,
1529,a17,
2487,a17,
2488,a17,
1895,a17,
1898,a17,
1899,a17,
1735,a17,stv.M.
2489,a17,
2201,a17,
1896,a17,
2202,a17,
1475,a17,
2490,a17,
2203,a17,
2491,a17,stv.M.
1900,a17,
2492,a17,
2493,a17,
2494,a17,
1085,a17,
1571,a17,
2495,a17,
2496,a17,
2205,a17,
2206,a17,
2207,a17,
1991,a17,
2498,a17,
2210,a17,
2499,a17,
2211,a17,
2500,a17,
2213,a17,
2214,a17,
1908,a17,
1909,a17,
2215,a17,
1912,a17,
788,a17,
1913,a17,
1914,a17,
2501,a17,
1915,a17,
429,a17,
2502,a17,
2503,a17,
2216,a17,
2504,a17,
2505,a17,
2506,a17,
2218,a17,
1916,a17,
2220,a17,
2507,a17,
1568,a17,
2221,a17,
1918,a17,
2508,a17,
2592,a17,
1484,a17,
1677,a17,
794,a17,
2509,a17,
1919,a17,
2510,a17,
2511,a17,
1920,a17,
2512,a17,
1307,a17,
1093,a17,
2597,a17,
2222,a17,
2223,a17,
2513,a17,
2514,a17,
1713,a17,
1921,a17,
1923,a17,
2601,a17,
1314,a17,
2000,a17,
1924,a17,
2590,a17,
2516,a17,
2226,a17,
1270,a17,
2517,a17,
2518,a17,
2519,a17,
1488,a17,
2520,a17,
2521,a17,
2522,a17,
1926,a17,
1927,a17,
2523,a17,
1492,a17,
1928,a17,
2227,a17,
2524,a17,
1929,a17,
2525,a17,
2526,a17,
2230,a17,
1932,a17,
2527,a17,
2528,a17,
2231,a17,
2232,a17,
1097,a17,
2529,a17,
2234,a17,
1706,a17,
1602,a17,
2530,a17,
2531,a17,
2235,a17,
2532,a17,
2237,a17,
2238,a17,
2533,a17,
2534,a17,
2535,a17,
2241,a17,
1936,a17,
2536,a17,
1500,a17,O.
1704,a17,
1938,a17,
1501,a17,
2243,a17,
2538,a17,
1584,a17,
2539,a17,
2244,a17,
2540,a17,
2541,a17,
2542,a17,
2245,a17,o.M.
1333,a17,
2246,a17,
1502,a17,
1680,a17,
2543,a17,
1940,a17,
1210,a17,
2544,a17,
2250,a17,
2545,a17,
2251,a17,
1943,a17,
2252,a17,
1944,a17,
2253,a17,
2547,a17,
1945,a17,
1946,a17,
2548,a17,
2255,a17,
1949,a17,
2549,a17,
1341,a17,
2550,a17,o.M.
1632,a17,
2551,a17,
2552,a17,
2553,a17,
2256,a17,
2257,a17,
1597,a17,
2259,a17,
813,a17,
1536,a17,
2554,a17,
2555,a17,
2515,a17,stv.M.
2262,a17,
1954,a17,
2263,a17,
2556,a17,
2264,a17,
2557,a17,
2265,a17,
1955,a17,
2266,a17,
1596,a17,
2267,a17,
1271,a17,
1956,a17,
2558,a17,
1757,a17,
2269,a17,
1510,a17,
1957,a17,
2559,a17,
2560,a17,o.M.
2015,a17,
2561,a17,
2270,a17,
2562,a17,
2271,a17,
1958,a17,
1512,a17,
1960,a17,
2272,a17,
2286,a17,
1964,a17,
1725,a17,
1570,a17,
2563,a17,
2594,a17,
2273,a17,
1723,a17,
2564,a17,
2565,a17,
1610,a17,
2566,a17,
2567,a17,
861402,a17,
2568,a17,
2569,a17,
1756,a17,o.M.
1180,a17,
1968,a17,
2276,a17,
2570,a17,
2571,a17,
2277,a17,
2293,a17,
1971,a17,
2572,a17,
2573,a17,
1690,a17,o.M.
2574,a17,
2575,a17,
2278,a17,
1973,a17,
2279,a17,
1974,a17,
1130,a17,
2280,a17,
2576,a17,
1975,a17,
2281,a17,
2144,a17,
1135,a17,
1519,a17,stv.M.
2577,a17,
2578,a17,
2283,a17,
2579,a17,
2580,a17,
2284,a17,
2581,a17,
2582,a17,
2583,a17,
2584,a17,
1980,a17,
1984,a17,
2585,a17,
2285,a17,
1985,a17,
1990,a17,
2586,a17,
2587,a17,
2588,a17,
2314,a02,
2315,a02,o.M.
2316,a02,
2317,a02,
2318,a02,
2319,a02,
2019,a02,
2320,a02,
2321,a02,
2322,a02,
1769,a02,
2020,a02,
2021,a02,stv.M.
2022,a02,
1771,a02,
2323,a02,
1383,a02,
2324,a02,
1642,a02,
2325,a02,
1773,a02,
1653,a02,
2326,a02,
2327,a02,
2328,a02,
2023,a02,
1774,a02,
1229,a02,
2329,a02,
1775,a02,
1776,a02,
2330,a02,
2331,a02,
2288,a02,
1385,a02,
2599,a02,stv.M.
1297,a02,
973,a02,
2593,a02,stv.M.
1607,a02,
2025,a02,
2332,a02,
2026,a02,
2029,a02,
2335,a02,
2333,a02,
2334,a02,
2030,a02,
2441,a02,
2336,a02,o.M.
2337,a02,stv.M.
2338,a02,o.M.
2032,a02,
2033,a02,o.M.
1558,a02,
2036,a02,
1566,a02,
1656,a02,
2339,a02,
2037,a02,
2340,a02,
2341,a02,o.M.
2038,a02,
2342,a02,
2313,a02,o.M.
2343,a02,o.M.
1394,a02,
2039,a02,
2040,a02,
2344,a02,O.
1648,a02,
2041,a02,
1785,a02,
1175,a02,
2043,a02,
2044,a02,
2045,a02,
1619,a02,
2345,a02,
2046,a02,
1659,a02,
2047,a02,stv.M.
2346,a02,o.M.
1701,a02,
2347,a02,
2299,a02,stv.M.
2048,a02,
2049,a02,
2589,a02,
2348,a02,o.M.
1661,a02,
2051,a02,
2053,a02,
2349,a02,
1787,a02,
2054,a02,
2055,a02,
2056,a02,
1264,a02,
2008,a02,
2057,a02,
2058,a02,
2059,a02,
2350,a02,
2305,a02,
1788,a02,
2060,a02,
1398,a02,
1917,a02,
993,a02,
2351,a02,
2352,a02,
1789,a02,
2353,a02,
2354,a02,
2355,a02,
2063,a02,
1791,a02,
1646,a02,
1288,a02,
2356,a02,
2064,a02,
1792,a02,
1793,a02,
2357,a02,
2358,a02,
2066,a02,
1794,a02,
1750,a02,
2359,a02,O.
2360,a02,
2361,a02,o.M.
2068,a02,
2362,a02,
2309,a02,
2363,a02,stv.M.
2364,a02,
2365,a02,stv.M.
2070,a02,
1406,a02,
2071,a02,
1797,a02,
2072,a02,
2073,a02,
1799,a02,
2366,a02,
2367,a02,
1800,a02,
1801,a02,
2075,a02,
1335,a02,
2076,a02,
2368,a02,
2369,a02,
2596,a02,
2077,a02,
1583,a02,
1806,a02,
1195,a02,
2079,a02,
1011,a02,
1665,a02,
2082,a02,
2081,a02,
2371,a02,
2370,a02,
1649,a02,stv.M.
2372,a02,
2373,a02,
2375,a02,stv.M.
1808,a02,
2084,a02,
2374,a02,
1630,a02,
1408,a02,
2376,a02,
2086,a02,
1647,a02,
2377,a02,
1410,a02,
2378,a02,
2087,a02,
1994,a02,
2467,a02,
2379,a02,
1020,a02,
2380,a02,
1616,a02,
2091,a02,
2381,a02,
2382,a02,
2383,a02,
1155,a02,
763,a02,
1208,a02,
1269,a02,
2591,a02,
1412,a02,
2384,a02,stv.M.
764,a02,
2093,a02,
1813,a02,
2385,a02,
1815,a02,
2386,a02,
1176,a02,
167,a02,
1816,a02,
2387,a02,
2094,a02,
1324,a02,
1817,a02,
1818,a02,
1637,a02,
1819,a02,
2096,a02,
1620,a02,
2388,a02,
1821,a02,
2389,a02,
1416,a02,
1822,a02,
2099,a02,
1824,a02,
1825,a02,stv.M.
2289,a02,
1030,a02,
1586,a02,
2390,a02,
2101,a02,
1826,a02,
2391,a02,stv.M.
2392,a02,
1989,a02,
2102,a02,
1760,a02,
2393,a02,
2395,a02,
2394,a02,
2104,a02,
2105,a02,
2106,a02,
2396,a02,
2397,a02,
2110,a02,
2111,a02,
2605,a02,
1673,a02,
2398,a02,
2112,a02,
1538,a02,
1831,a02,
2114,a02,
2113,a02,
1674,a02,
2399,a02,
1832,a02,
2115,a02,
2116,a02,
1426,a02,
2604,a02,
2120,a02,
2121,a02,
1833,a02,
2400,a02,
2401,a02,
2122,a02,
2123,a02,
2402,a02,
2403,a02,
217,a02,
1578,a02,
2404,a02,
2125,a02,
1839,a02,
2127,a02,
1840,a02,
2405,a02,
2406,a02,
1738,a02,
2128,a02,
2129,a02,
1433,a02,
1845,a02,
1434,a02,
2407,a02,
1551,a02,
2408,a02,
2132,a02,
2134,a02,
2409,a02,
1851,a02,
2410,a02,
2411,a02,
1853,a02,
2412,a02,
2413,a02,
1720,a02,
2415,a02,
1996,a02,
2416,a02,
1557,a02,
2139,a02,
2417,a02,
1567,a02,
2140,a02,
1709,a02,
1855,a02,
2418,a02,
2141,a02,
2419,a02,
1640,a02,
1580,a02,
2142,a02,
2420,a02,
1374,a02,
2421,a02,
2422,a02,o.M.
2145,a02,
2423,a02,
1730,a02,
1734,a02,
2146,a02,
2424,a02,
2148,a02,
1441,a02,
1860,a02,
1368,a02,
2147,a02,
2149,a02,
1859,a02,
2425,a02,stv.M.
1442,a02,
2426,a02,
2151,a02,
2427,a02,
2428,a02,
2152,a02,
1050,a02,
2429,a02,
2602,a02,
1344,a02,
1174,a02,
2430,a02,o.M.
2603,a02,
2431,a02,
2432,a02,
2154,a02,
2433,a02,
1327,a02,
2156,a02,stv.M.
1329,a02,
2434,a02,
2435,a02,
1599,a02,
2436,a02,
2437,a02,
2438,a02,stv.M.
1865,a02,
1451,a02,
1561,a02,
2159,a02,
2160,a02,
2161,a02,
2295,a02,
1453,a02,
1866,a02,
2439,a02,
1867,a02,
2440,a02,
1569,a02,
1869,a02,
2442,a02,
2443,a02,
2445,a02,
2444,a02,stv.M.
2446,a02,
2447,a02,
2162,a02,
1872,a02,
2163,a02,
1752,a02,
2164,a02,
1631,a02,
1196,a02,
1241,a02,
2449,a02,stv.M.
2166,a02,stv.V.
2167,a02,
2450,a02,
1605,a02,
1243,a02,
2451,a02,
2452,a02,
2453,a02,
1621,a02,
1703,a02,
2454,a02,
2455,a02,
2290,a02,stv.M.
1876,a02,
2456,a02,o.M.
2457,a02,
2173,a02,
2174,a02,
2459,a02,
2302,a02,
2460,a02,
2461,a02,
1458,a02,
1601,a02,O.
1347,a02,
2463,a02,
2462,a02,
2464,a02,
2465,a02,o.M.
779,a02,
2595,a02,
2466,a02,
2468,a02,
2469,a02,
1882,a02,
2178,a02,
2470,a02,o.M.
2471,a02,
1652,a02,
1463,a02,
2472,a02,
1883,a02,
2473,a02,
1885,a02,
1625,a02,
2184,a02,
2474,a02,
2181,a02,
2183,a02,
2475,a02,stv.M.
1718,a02,
2476,a02,
2477,a02,
2186,a02,
2187,a02,
1888,a02,
1469,a02,
2188,a02,
1470,a02,
2478,a02,
2479,a02,
2480,a02,
2190,a02,stv.M.
1291,a02,
1556,a02,o.M.
2192,a02,
1889,a02,
2194,a02,
1309,a02,
2481,a02,
2482,a02,
2483,a02,
2195,a02,
2484,a02,
2196,a02,
2486,a02,
2485,a02,
2198,a02,
1077,a02,
2199,a02,
1622,a02,
1529,a02,
2487,a02,
2488,a02,
1895,a02,
1898,a02,
1899,a02,
1735,a02,
2489,a02,
2201,a02,
1896,a02,
2202,a02,
1475,a02,
2490,a02,
2203,a02,
2491,a02,
1900,a02,
2492,a02,
2493,a02,
2494,a02,
1085,a02,
1571,a02,
2495,a02,
2496,a02,
2205,a02,O.
2206,a02,
2207,a02,
1991,a02,
2498,a02,
2210,a02,
2499,a02,
2211,a02,
2500,a02,
2213,a02,
2214,a02,
1908,a02,
1909,a02,
2215,a02,
1912,a02,stv.M.
788,a02,
1913,a02,
1914,a02,
2501,a02,
1915,a02,
429,a02,
2502,a02,
2503,a02,
2216,a02,
2504,a02,
2505,a02,
2506,a02,
2218,a02,
1916,a02,
2220,a02,
2507,a02,
1568,a02,
2221,a02,
1918,a02,
2508,a02,
2592,a02,
1484,a02,
1677,a02,
794,a02,
2509,a02,
1919,a02,
2510,a02,
2511,a02,
1920,a02,
2512,a02,
1307,a02,
1093,a02,
2597,a02,o.M.
2222,a02,
2223,a02,
2513,a02,
2514,a02,
1713,a02,
1921,a02,O.
1923,a02,
2601,a02,stv.M.
1314,a02,
2000,a02,
1924,a02,
2590,a02,
2516,a02,
2226,a02,
1270,a02,
2517,a02,stv.M.
2518,a02,
2519,a02,
1488,a02,
2520,a02,
2521,a02,
2522,a02,
1926,a02,
1927,a02,
2523,a02,
1492,a02,
1928,a02,o.M.
2227,a02,
2524,a02,
1929,a02,
2525,a02,
2526,a02,
2230,a02,
1932,a02,
2527,a02,
2528,a02,
2231,a02,
2232,a02,
1097,a02,
2529,a02,
2234,a02,
1706,a02,
1602,a02,
2530,a02,
2531,a02,
2235,a02,
2532,a02,
2237,a02,
2238,a02,
2533,a02,
2534,a02,
2535,a02,
2241,a02,
1936,a02,
2536,a02,
1500,a02,
1704,a02,stv.M.
1938,a02,
1501,a02,
2243,a02,
2538,a02,
1584,a02,
2539,a02,
2244,a02,
2540,a02,
2541,a02,
2542,a02,
2245,a02,
1333,a02,
2246,a02,
1502,a02,
1680,a02,
2543,a02,
1940,a02,
1210,a02,
2544,a02,
2250,a02,
2545,a02,
2251,a02,
1943,a02,
2252,a02,
1944,a02,V.
2253,a02,
2547,a02,
1945,a02,
1946,a02,
2548,a02,
2255,a02,
1949,a02,
2549,a02,
1341,a02,
2550,a02,
1632,a02,
2551,a02,
2552,a02,
2553,a02,
2256,a02,
2257,a02,
1597,a02,
2259,a02,
813,a02,
1536,a02,
2554,a02,o.M.
2555,a02,
2515,a02,
2262,a02,
1954,a02,
2263,a02,
2556,a02,
2264,a02,
2557,a02,
2265,a02,
1955,a02,
2266,a02,
1596,a02,
2267,a02,
1271,a02,
1956,a02,
2558,a02,
1757,a02,O.
2269,a02,
1510,a02,
1957,a02,
2559,a02,
2560,a02,
2015,a02,stv.M.
2561,a02,
2270,a02,
2562,a02,
2271,a02,
1958,a02,
1512,a02,
1960,a02,
2272,a02,
2286,a02,
1964,a02,
1725,a02,
1570,a02,
2563,a02,
2594,a02,
2273,a02,
1723,a02,
2564,a02,
2565,a02,
1610,a02,
2566,a02,
2567,a02,
861402,a02,o.M.
2568,a02,
2569,a02,
1756,a02,o.M.
1180,a02,
1968,a02,
2276,a02,
2570,a02,
2571,a02,
2277,a02,
2293,a02,
1971,a02,
2572,a02,
2573,a02,
1690,a02,O.
2574,a02,
2575,a02,
2278,a02,
1973,a02,
2279,a02,
1974,a02,
1130,a02,
2280,a02,stv.M.
2576,a02,stv.M.
1975,a02,stv.M.
2281,a02,
2144,a02,
1135,a02,
1519,a02,
2577,a02,
2578,a02,
2283,a02,
2579,a02,
2580,a02,
2284,a02,
2581,a02,
2582,a02,
2583,a02,
2584,a02,
1980,a02,
1984,a02,
2585,a02,stv.M.
2285,a02,
1985,a02,
1990,a02,
2586,a02,
2587,a02,
2588,a02,
2314,a06,
2315,a06,
2316,a06,
2317,a06,
2318,a06,stv.M.
2319,a06,
2019,a06,
2320,a06,
2321,a06,
2322,a06,
1769,a06,
2020,a06,
2021,a06,
2022,a06,stv.M.
1771,a06,
2323,a06,
1383,a06,
2324,a06,
1642,a06,
2325,a06,
1773,a06,
1653,a06,
2326,a06,
2327,a06,
2328,a06,
2023,a06,
1774,a06,
1229,a06,
2329,a06,
1775,a06,
1776,a06,
2330,a06,
2331,a06,
2288,a06,
1385,a06,
2599,a06,
1297,a06,
973,a06,
2593,a06,
1607,a06,
2025,a06,
2332,a06,
2026,a06,
2029,a06,O.
2335,a06,stv.M.
2333,a06,stv.M.
2334,a06,
2030,a06,
2441,a06,
2336,a06,o.M.
2337,a06,
2338,a06,
2032,a06,
2033,a06,
1558,a06,
2036,a06,
1566,a06,
1656,a06,
2339,a06,
2037,a06,
2340,a06,
2341,a06,
2038,a06,
2342,a06,
2313,a06,o.M.
2343,a06,
1394,a06,
2039,a06,
2040,a06,
2344,a06,
1648,a06,
2041,a06,o.M.
1785,a06,
1175,a06,
2043,a06,
2044,a06,
2045,a06,
1619,a06,
2345,a06,
2046,a06,
1659,a06,
2047,a06,
2346,a06,
1701,a06,
2347,a06,
2299,a06,
2048,a06,
2049,a06,
2589,a06,o.M.
2348,a06,
1661,a06,
2051,a06,
2053,a06,
2349,a06,
1787,a06,
2054,a06,
2055,a06,
2056,a06,
1264,a06,
2008,a06,
2057,a06,
2058,a06,
2059,a06,
2350,a06,
2305,a06,
1788,a06,
2060,a06,
1398,a06,
1917,a06,
993,a06,
2351,a06,
2352,a06,
1789,a06,
2353,a06,
2354,a06,stv.M.
2355,a06,
2063,a06,o.M.
1791,a06,
1646,a06,
1288,a06,
2356,a06,stv.M.
2064,a06,
1792,a06,
1793,a06,
2357,a06,
2358,a06,
2066,a06,
1794,a06,
1750,a06,
2359,a06,stv.M.
2360,a06,
2361,a06,
2068,a06,
2362,a06,O.
2309,a06,
2363,a06,
2364,a06,
2365,a06,
2070,a06,
1406,a06,
2071,a06,
1797,a06,stv.M.
2072,a06,
2073,a06,
1799,a06,
2366,a06,
2367,a06,
1800,a06,o.M.
1801,a06,
2075,a06,
1335,a06,
2076,a06,
2368,a06,
2369,a06,o.M.
2596,a06,
2077,a06,
1583,a06,
1806,a06,
1195,a06,o.M.
2079,a06,
1011,a06,
1665,a06,
2082,a06,
2081,a06,
2371,a06,
2370,a06,
1649,a06,
2372,a06,
2373,a06,
2375,a06,
1808,a06,
2084,a06,
2374,a06,
1630,a06,
1408,a06,
2376,a06,
2086,a06,
1647,a06,
2377,a06,
1410,a06,
2378,a06,
2087,a06,
1994,a06,
2467,a06,
2379,a06,
1020,a06,
2380,a06,
1616,a06,
2091,a06,
2381,a06,
2382,a06,
2383,a06,
1155,a06,
763,a06,
1208,a06,
1269,a06,
2591,a06,
1412,a06,
2384,a06,
764,a06,
2093,a06,
1813,a06,
2385,a06,
1815,a06,
2386,a06,
1176,a06,stv.M.
167,a06,
1816,a06,
2387,a06,
2094,a06,
1324,a06,
1817,a06,
1818,a06,
1637,a06,
1819,a06,
2096,a06,stv.M.
1620,a06,
2388,a06,o.M.
1821,a06,
2389,a06,
1416,a06,
1822,a06,
2099,a06,stv.M.
1824,a06,
1825,a06,
2289,a06,
1030,a06,
1586,a06,
2390,a06,
2101,a06,
1826,a06,
2391,a06,
2392,a06,
1989,a06,
2102,a06,o.M.
1760,a06,
2393,a06,
2395,a06,
2394,a06,stv.M.
2104,a06,
2105,a06,
2106,a06,
2396,a06,
2397,a06,
2110,a06,
2111,a06,
2605,a06,
1673,a06,o.M.
2398,a06,o.M.
2112,a06,
1538,a06,
1831,a06,
2114,a06,
2113,a06,
1674,a06,
2399,a06,
1832,a06,stv.M.
2115,a06,
2116,a06,
1426,a06,
2604,a06,
2120,a06,
2121,a06,
1833,a06,stv.M.
2400,a06,
2401,a06,
2122,a06,
2123,a06,
2402,a06,
2403,a06,
217,a06,
1578,a06,
2404,a06,
2125,a06,
1839,a06,
2127,a06,O.
1840,a06,
2405,a06,
2406,a06,
1738,a06,
2128,a06,
2129,a06,
1433,a06,
1845,a06,
1434,a06,
2407,a06,
1551,a06,
2408,a06,
2132,a06,
2134,a06,
2409,a06,o.M.
1851,a06,
2410,a06,
2411,a06,
1853,a06,
2412,a06,
2413,a06,
1720,a06,
2415,a06,
1996,a06,
2416,a06,
1557,a06,
2139,a06,
2417,a06,
1567,a06,
2140,a06,
1709,a06,
1855,a06,
2418,a06,
2141,a06,
2419,a06,
1640,a06,
1580,a06,
2142,a06,
2420,a06,
1374,a06,
2421,a06,
2422,a06,
2145,a06,
2423,a06,
1730,a06,
1734,a06,
2146,a06,
2424,a06,
2148,a06,
1441,a06,
1860,a06,
1368,a06,
2147,a06,
2149,a06,
1859,a06,
2425,a06,
1442,a06,
2426,a06,
2151,a06,
2427,a06,
2428,a06,
2152,a06,
1050,a06,
2429,a06,
2602,a06,
1344,a06,
1174,a06,o.M.
2430,a06,
2603,a06,
2431,a06,
2432,a06,
2154,a06,stv.M.
2433,a06,
1327,a06,stv.M.
2156,a06,stv.M.
1329,a06,
2434,a06,
2435,a06,
1599,a06,
2436,a06,
2437,a06,
2438,a06,
1865,a06,
1451,a06,
1561,a06,
2159,a06,
2160,a06,
2161,a06,
2295,a06,
1453,a06,stv.M.
1866,a06,
2439,a06,
1867,a06,
2440,a06,
1569,a06,
1869,a06,
2442,a06,
2443,a06,o.M.
2445,a06,stv.V.
2444,a06,
2446,a06,o.M.
2447,a06,o.M.
2162,a06,
1872,a06,stv.M.
2163,a06,
1752,a06,
2164,a06,
1631,a06,
1196,a06,
1241,a06,
2449,a06,
2166,a06,
2167,a06,
2450,a06,
1605,a06,stv.M.
1243,a06,
2451,a06,
2452,a06,
2453,a06,
1621,a06,
1703,a06,
2454,a06,
2455,a06,
2290,a06,
1876,a06,
2456,a06,
2457,a06,
2173,a06,
2174,a06,
2459,a06,o.M.
2302,a06,
2460,a06,
2461,a06,
1458,a06,
1601,a06,
1347,a06,o.M.
2463,a06,
2462,a06,
2464,a06,
2465,a06,
779,a06,
2595,a06,
2466,a06,
2468,a06,
2469,a06,
1882,a06,
2178,a06,
2470,a06,
2471,a06,
1652,a06,
1463,a06,
2472,a06,
1883,a06,
2473,a06,
1885,a06,
1625,a06,
2184,a06,
2474,a06,
2181,a06,
2183,a06,
2475,a06,
1718,a06,
2476,a06,
2477,a06,
2186,a06,
2187,a06,o.M.
1888,a06,stv.M.
1469,a06,O.
2188,a06,
1470,a06,
2478,a06,
2479,a06,
2480,a06,
2190,a06,
1291,a06,
1556,a06,
2192,a06,
1889,a06,
2194,a06,
1309,a06,
2481,a06,
2482,a06,
2483,a06,
2195,a06,
2484,a06,
2196,a06,
2486,a06,
2485,a06,
2198,a06,
1077,a06,
2199,a06,
1622,a06,stv.M.
1529,a06,
2487,a06,
2488,a06,
1895,a06,o.M.
1898,a06,
1899,a06,
1735,a06,
2489,a06,
2201,a06,
1896,a06,
2202,a06,
1475,a06,
2490,a06,
2203,a06,
2491,a06,
1900,a06,
2492,a06,
2493,a06,
2494,a06,
1085,a06,
1571,a06,
2495,a06,
2496,a06,
2205,a06,
2206,a06,
2207,a06,o.M.
1991,a06,
2498,a06,
2210,a06,
2499,a06,o.M.
2211,a06,
2500,a06,o.M.
2213,a06,
2214,a06,
1908,a06,
1909,a06,
2215,a06,
1912,a06,
788,a06,
1913,a06,
1914,a06,
2501,a06,
1915,a06,
429,a06,
2502,a06,
2503,a06,
2216,a06,
2504,a06,
2505,a06,
2506,a06,
2218,a06,
1916,a06,
2220,a06,
2507,a06,
1568,a06,
2221,a06,
1918,a06,
2508,a06,
2592,a06,o.M.
1484,a06,
1677,a06,
794,a06,
2509,a06,
1919,a06,
2510,a06,
2511,a06,stv.M.
1920,a06,
2512,a06,
1307,a06,
1093,a06,
2597,a06,
2222,a06,o.M.
2223,a06,
2513,a06,
2514,a06,
1713,a06,
1921,a06,
1923,a06,
2601,a06,
1314,a06,
2000,a06,
1924,a06,
2590,a06,
2516,a06,stv.M.
2226,a06,
1270,a06,
2517,a06,
2518,a06,
2519,a06,
1488,a06,
2520,a06,
2521,a06,
2522,a06,
1926,a06,
1927,a06,stv.M.
2523,a06,
1492,a06,stv.M.
1928,a06,
2227,a06,
2524,a06,
1929,a06,
2525,a06,stv.M.
2526,a06,
2230,a06,
1932,a06,
2527,a06,
2528,a06,
2231,a06,
2232,a06,
1097,a06,
2529,a06,
2234,a06,
1706,a06,
1602,a06,
2530,a06,stv.M.
2531,a06,
2235,a06,
2532,a06,
2237,a06,
2238,a06,
2533,a06,
2534,a06,stv.M.
2535,a06,
2241,a06,
1936,a06,
2536,a06,
1500,a06,
1704,a06,
1938,a06,
1501,a06,
2243,a06,
2538,a06,
1584,a06,
2539,a06,
2244,a06,b.M.
2540,a06,
2541,a06,
2542,a06,
2245,a06,
1333,a06,
2246,a06,
1502,a06,
1680,a06,stv.M.
2543,a06,
1940,a06,
1210,a06,
2544,a06,
2250,a06,
2545,a06,
2251,a06,
1943,a06,
2252,a06,
1944,a06,
2253,a06,
