mdb_id,ausschuss_id,funktion
2070,a13,
1406,a13,
2071,a13,
1797,a13,
2072,a13,
2073,a13,
1799,a13,
2366,a13,o.M.
2367,a13,
1800,a13,
1801,a13,
2075,a13,
1335,a13,
2076,a13,
2368,a13,o.M.
2369,a13,
2596,a13,
2077,a13,
1583,a13,
1806,a13,
1195,a13,
2079,a13,
1011,a13,
1665,a13,
2082,a13,
2081,a13,
2371,a13,
2370,a13,
1649,a13,
2372,a13,o.M.
2373,a13,
2375,a13,o.M.
1808,a13,
2084,a13,
2374,a13,
1630,a13,
1408,a13,
2376,a13,
2086,a13,
1647,a13,
2377,a13,
1410,a13,
2378,a13,
2087,a13,
1994,a13,stv.M.
2467,a13,
2379,a13,
1020,a13,
2380,a13,
1616,a13,
2091,a13,stv.M.
2381,a13,
2382,a13,
2383,a13,
1155,a13,
763,a13,
1208,a13,
1269,a13,
2591,a13,
1412,a13,
2384,a13,
764,a13,
2093,a13,
1813,a13,
2385,a13,
1815,a13,
2386,a13,
1176,a13,
167,a13,
1816,a13,
2387,a13,
2094,a13,
1324,a13,
1817,a13,
1818,a13,
1637,a13,
1819,a13,
2096,a13,O.
1620,a13,
2388,a13,
1821,a13,
2389,a13,
1416,a13,
1822,a13,
2099,a13,
1824,a13,
1825,a13,
2289,a13,
1030,a13,
1586,a13,
2390,a13,
2101,a13,
1826,a13,
2391,a13,stv.M.
2392,a13,
1989,a13,
2102,a13,stv.M.
1760,a13,
2393,a13,
2395,a13,o.M.
2394,a13,
2104,a13,
2105,a13,
2106,a13,
2396,a13,
2397,a13,
2110,a13,
2111,a13,
2605,a13,
1673,a13,
2398,a13,
2112,a13,
1538,a13,
1831,a13,
2114,a13,
2113,a13,stv.M.
1674,a13,
2399,a13,
1832,a13,
2115,a13,
2116,a13,
1426,a13,
2604,a13,
2120,a13,
2121,a13,
1833,a13,
2400,a13,
2401,a13,o.M.
2122,a13,
2123,a13,b.M.
2402,a13,
2403,a13,
217,a13,
1578,a13,
2404,a13,
2125,a13,
1839,a13,
2127,a13,
1840,a13,
2405,a13,
2406,a13,o.M.
1738,a13,
2128,a13,stv.M.
2129,a13,
1433,a13,
1845,a13,
1434,a13,
2407,a13,
1551,a13,
2408,a13,
2132,a13,
2134,a13,
2409,a13,
1851,a13,
2410,a13,
2411,a13,
1853,a13,
2412,a13,
2413,a13,
1720,a13,
2415,a13,
1996,a13,
2416,a13,
1557,a13,
2139,a13,
2417,a13,
1567,a13,
2140,a13,
1709,a13,
1855,a13,
2418,a13,
2141,a13,
2419,a13,
1640,a13,
1580,a13,
2142,a13,
2420,a13,
1374,a13,
2421,a13,
2422,a13,
2145,a13,
2423,a13,
1730,a13,
1734,a13,
2146,a13,
2424,a13,stv.M.
2148,a13,
1441,a13,
1860,a13,
1368,a13,
2147,a13,
2149,a13,
1859,a13,
2425,a13,
1442,a13,
2426,a13,
2151,a13,
2427,a13,
2428,a13,
2152,a13,
1050,a13,
2429,a13,
2602,a13,
1344,a13,
1174,a13,
2430,a13,
2603,a13,o.M.
2431,a13,
2432,a13,
2154,a13,
2433,a13,
1327,a13,
2156,a13,
1329,a13,
2434,a13,o.M.
2435,a13,stv.M.
1599,a13,
2436,a13,
2437,a13,
2438,a13,
1865,a13,
1451,a13,
1561,a13,
2159,a13,
2160,a13,
2161,a13,
2295,a13,stv.M.
1453,a13,stv.M.
1866,a13,O.
2439,a13,
1867,a13,
2440,a13,stv.M.
1569,a13,
1869,a13,
2442,a13,
2443,a13,
2445,a13,
2444,a13,
2446,a13,
2447,a13,
2162,a13,stv.M.
1872,a13,
2163,a13,
1752,a13,
2164,a13,
1631,a13,
1196,a13,
1241,a13,
2449,a13,O.
2166,a13,
2167,a13,
2450,a13,
1605,a13,
1243,a13,
2451,a13,
2452,a13,
2453,a13,
1621,a13,
1703,a13,
2454,a13,
2455,a13,
2290,a13,
1876,a13,stv.M.
2456,a13,o.M.
2457,a13,
2173,a13,
2174,a13,
2459,a13,
2302,a13,
2460,a13,
2461,a13,stv.M.
1458,a13,
1601,a13,
1347,a13,
2463,a13,
2462,a13,
2464,a13,
2465,a13,
779,a13,
2595,a13,
2466,a13,
2468,a13,
2469,a13,
1882,a13,
2178,a13,
2470,a13,
2471,a13,
1652,a13,
1463,a13,
2472,a13,
1883,a13,
2473,a13,
1885,a13,
1625,a13,
2184,a13,
2474,a13,
2181,a13,
2183,a13,
2475,a13,
1718,a13,
2476,a13,
2477,a13,
2186,a13,
2187,a13,
1888,a13,
1469,a13,
2188,a13,
1470,a13,
2478,a13,
2479,a13,
2480,a13,
2190,a13,
1291,a13,
1556,a13,
2192,a13,
1889,a13,
2194,a13,
1309,a13,
2481,a13,stv.M.
2482,a13,
2483,a13,
2195,a13,o.M.
2484,a13,
2196,a13,
2486,a13,
2485,a13,stv.M.
2198,a13,
1077,a13,
2199,a13,
1622,a13,
1529,a13,
2487,a13,
2488,a13,
1895,a13,
1898,a13,
1899,a13,
1735,a13,
2489,a13,
2201,a13,o.M.
1896,a13,
2202,a13,
1475,a13,
2490,a13,
2203,a13,
2491,a13,
1900,a13,o.M.
2492,a13,
2493,a13,
2494,a13,
1085,a13,
1571,a13,
2495,a13,
2496,a13,
2205,a13,
2206,a13,
2207,a13,
1991,a13,
2498,a13,
2210,a13,
2499,a13,
2211,a13,
2500,a13,
2213,a13,
2214,a13,
1908,a13,
1909,a13,
2215,a13,
1912,a13,
788,a13,
1913,a13,
1914,a13,
2501,a13,stv.M.
1915,a13,
429,a13,
2502,a13,
2503,a13,
2216,a13,o.M.
2504,a13,
2505,a13,stv.M.
2506,a13,
2218,a13,
1916,a13,
2220,a13,
2507,a13,
1568,a13,stv.M.
2221,a13,
1918,a13,
2508,a13,
2592,a13,
1484,a13,stv.M.
1677,a13,
794,a13,
2509,a13,
1919,a13,
2510,a13,
2511,a13,
1920,a13,
2512,a13,
1307,a13,
1093,a13,
2597,a13,
2222,a13,
2223,a13,
2513,a13,
2514,a13,
1713,a13,stv.M.
1921,a13,
1923,a13,
2601,a13,o.M.
1314,a13,
2000,a13,
1924,a13,
2590,a13,
2516,a13,
2226,a13,
1270,a13,
2517,a13,
2518,a13,
2519,a13,
1488,a13,
2520,a13,
2521,a13,
2522,a13,
1926,a13,o.M.
1927,a13,
2523,a13,
1492,a13,
1928,a13,
2227,a13,
2524,a13,
1929,a13,stv.M.
2525,a13,
2526,a13,
2230,a13,
1932,a13,
2527,a13,
2528,a13,stv.M.
2231,a13,
2232,a13,
1097,a13,
2529,a13,
2234,a13,
1706,a13,
1602,a13,
2530,a13,
2531,a13,
2235,a13,
2532,a13,
2237,a13,
2238,a13,
2533,a13,
2534,a13,
2535,a13,
2241,a13,
1936,a13,stv.M.
2536,a13,
1500,a13,
1704,a13,o.M.
1938,a13,
1501,a13,
2243,a13,O.
2538,a13,
1584,a13,
2539,a13,
2244,a13,
2540,a13,
2541,a13,
2542,a13,
2245,a13,
1333,a13,
2246,a13,
1502,a13,
1680,a13,
2543,a13,o.M.
1940,a13,
1210,a13,
2544,a13,
2250,a13,
2545,a13,
2251,a13,
1943,a13,
2252,a13,stv.M.
1944,a13,
2253,a13,
2547,a13,
1945,a13,
1946,a13,
2548,a13,
2255,a13,
1949,a13,
2549,a13,
1341,a13,
2550,a13,
1632,a13,
2551,a13,
2552,a13,
2553,a13,
2256,a13,stv.M.
2257,a13,
1597,a13,
2259,a13,
813,a13,
1536,a13,
2554,a13,
2555,a13,
2515,a13,
2262,a13,
1954,a13,
2263,a13,o.M.
2556,a13,stv.M.
2264,a13,
2557,a13,
2265,a13,
1955,a13,
2266,a13,
1596,a13,
2267,a13,
1271,a13,
1956,a13,stv.V.
2558,a13,o.M.
1757,a13,
2269,a13,
1510,a13,
1957,a13,
2559,a13,
2560,a13,
2015,a13,
2561,a13,
2270,a13,
2562,a13,
2271,a13,
1958,a13,
1512,a13,
1960,a13,
2272,a13,
2286,a13,
1964,a13,
1725,a13,
1570,a13,
2563,a13,
2594,a13,stv.M.
2273,a13,
1723,a13,
2564,a13,
2565,a13,
1610,a13,
2566,a13,
2567,a13,
861402,a13,
2568,a13,
2569,a13,
1756,a13,stv.M.
1180,a13,
1968,a13,
2276,a13,
2570,a13,
2571,a13,
2277,a13,
2293,a13,
1971,a13,
2572,a13,
2573,a13,
1690,a13,
2574,a13,
2575,a13,
2278,a13,stv.M.
1973,a13,
2279,a13,
1974,a13,
1130,a13,
2280,a13,
2576,a13,
1975,a13,
2281,a13,o.M.
2144,a13,
1135,a13,stv.M.
1519,a13,
2577,a13,
2578,a13,
2283,a13,
2579,a13,
2580,a13,
2284,a13,
2581,a13,
2582,a13,
2583,a13,o.M.
2584,a13,
1980,a13,stv.M.
1984,a13,
2585,a13,
2285,a13,
1985,a13,
1990,a13,
2586,a13,
2587,a13,
2588,a13,
2314,a07,
2315,a07,
2316,a07,
2317,a07,
2318,a07,
2319,a07,
2019,a07,
2320,a07,
2321,a07,
2322,a07,
1769,a07,
2020,a07,
2021,a07,
2022,a07,
1771,a07,
2323,a07,o.M.
1383,a07,
2324,a07,
1642,a07,
2325,a07,
1773,a07,
1653,a07,
2326,a07,
2327,a07,
2328,a07,
2023,a07,
1774,a07,
1229,a07,
2329,a07,
1775,a07,
1776,a07,
2330,a07,
2331,a07,
2288,a07,
1385,a07,
2599,a07,
1297,a07,
973,a07,
2593,a07,
1607,a07,
2025,a07,
2332,a07,
2026,a07,
2029,a07,
2335,a07,stv.V.
2333,a07,
2334,a07,
2030,a07,
2441,a07,
2336,a07,
2337,a07,
2338,a07,
2032,a07,
2033,a07,
1558,a07,
2036,a07,
1566,a07,
1656,a07,
2339,a07,
2037,a07,
2340,a07,
2341,a07,
2038,a07,
2342,a07,
2313,a07,
2343,a07,
1394,a07,
2039,a07,
2040,a07,
2344,a07,
1648,a07,
2041,a07,
1785,a07,
1175,a07,
2043,a07,
2044,a07,
2045,a07,o.M.
1619,a07,
2345,a07,
2046,a07,
1659,a07,
2047,a07,o.M.
2346,a07,
1701,a07,
2347,a07,stv.M.
2299,a07,
2048,a07,
2049,a07,
2589,a07,
2348,a07,stv.M.
1661,a07,
2051,a07,
2053,a07,
2349,a07,
1787,a07,
2054,a07,stv.M.
2055,a07,
2056,a07,
1264,a07,
2008,a07,
2057,a07,
2058,a07,
2059,a07,
2350,a07,
2305,a07,
1788,a07,o.M.
2060,a07,
1398,a07,
1917,a07,
993,a07,
2351,a07,
2352,a07,stv.M.
1789,a07,
2353,a07,
2354,a07,
2355,a07,
2063,a07,
1791,a07,
1646,a07,
1288,a07,
2356,a07,
2064,a07,
1792,a07,
1793,a07,
2357,a07,
2358,a07,o.M.
2066,a07,
1794,a07,
1750,a07,
2359,a07,
2360,a07,
2361,a07,
2068,a07,
2362,a07,
2309,a07,
2363,a07,
2364,a07,
2365,a07,
2070,a07,
1406,a07,o.M.
2071,a07,
1797,a07,
2072,a07,
2073,a07,
1799,a07,
2366,a07,
2367,a07,
1800,a07,
1801,a07,stv.M.
2075,a07,
1335,a07,
2076,a07,
2368,a07,
2369,a07,stv.M.
2596,a07,
2077,a07,
1583,a07,
1806,a07,
1195,a07,
2079,a07,
1011,a07,
1665,a07,
2082,a07,
2081,a07,
2371,a07,
2370,a07,
1649,a07,
2372,a07,
2373,a07,
2375,a07,
1808,a07,
2084,a07,
2374,a07,
1630,a07,
1408,a07,
2376,a07,
2086,a07,
1647,a07,
2377,a07,
1410,a07,
2378,a07,
2087,a07,o.M.
1994,a07,
2467,a07,
2379,a07,
1020,a07,
2380,a07,O.
1616,a07,
2091,a07,S
2381,a07,
2382,a07,
2383,a07,
1155,a07,
763,a07,
1208,a07,
1269,a07,
2591,a07,
1412,a07,
2384,a07,o.M.
764,a07,
2093,a07,
1813,a07,
2385,a07,
1815,a07,o.M.
2386,a07,
1176,a07,o.M.
167,a07,
1816,a07,
2387,a07,
2094,a07,
1324,a07,
1817,a07,
1818,a07,
1637,a07,
1819,a07,
2096,a07,stv.M.
1620,a07,
2388,a07,
1821,a07,stv.M.
2389,a07,
1416,a07,
1822,a07,O.
2099,a07,
1824,a07,
1825,a07,
2289,a07,
1030,a07,
1586,a07,
2390,a07,o.M.
2101,a07,
1826,a07,
2391,a07,
2392,a07,
1989,a07,
2102,a07,
1760,a07,
2393,a07,
2395,a07,
2394,a07,
2104,a07,
2105,a07,S
2106,a07,
2396,a07,
2397,a07,o.M.
2110,a07,
2111,a07,
2605,a07,
1673,a07,
2398,a07,stv.M.
2112,a07,
1538,a07,
1831,a07,
2114,a07,
2113,a07,
1674,a07,
2399,a07,o.M.
1832,a07,
2115,a07,
2116,a07,
1426,a07,
2604,a07,stv.M.
2120,a07,
2121,a07,
1833,a07,
2400,a07,
2401,a07,
2122,a07,
2123,a07,
2402,a07,
2403,a07,
217,a07,
1578,a07,
2404,a07,stv.M.
2125,a07,
1839,a07,
2127,a07,
1840,a07,
2405,a07,
2406,a07,
1738,a07,
2128,a07,
2129,a07,
1433,a07,
1845,a07,
1434,a07,
2407,a07,stv.M.
1551,a07,
2408,a07,
2132,a07,
2134,a07,
2409,a07,
1851,a07,stv.M.
2410,a07,o.M.
2411,a07,
1853,a07,
2412,a07,
2413,a07,
1720,a07,
2415,a07,
1996,a07,
2416,a07,
1557,a07,
2139,a07,
2417,a07,
1567,a07,
2140,a07,
1709,a07,stv.M.
1855,a07,
2418,a07,
2141,a07,
2419,a07,stv.M.
1640,a07,
1580,a07,
2142,a07,stv.M.
2420,a07,
1374,a07,
2421,a07,
2422,a07,
2145,a07,
2423,a07,o.M.
1730,a07,
1734,a07,
2146,a07,
2424,a07,
2148,a07,o.M.
1441,a07,
1860,a07,
1368,a07,
2147,a07,
2149,a07,
1859,a07,
2425,a07,
1442,a07,
2426,a07,
2151,a07,
2427,a07,
2428,a07,
2152,a07,
1050,a07,
2429,a07,
2602,a07,
1344,a07,
1174,a07,
2430,a07,
2603,a07,
2431,a07,
2432,a07,
2154,a07,
2433,a07,
1327,a07,
2156,a07,
1329,a07,
2434,a07,
2435,a07,
1599,a07,
2436,a07,stv.M.
2437,a07,
2438,a07,
1865,a07,
1451,a07,
1561,a07,
2159,a07,
2160,a07,
2161,a07,
2295,a07,
1453,a07,
1866,a07,
2439,a07,
1867,a07,
2440,a07,stv.M.
1569,a07,
1869,a07,stv.M.
2442,a07,
2443,a07,
2445,a07,
2444,a07,
2446,a07,
2447,a07,
2162,a07,
1872,a07,
2163,a07,
1752,a07,
2164,a07,
1631,a07,
1196,a07,
1241,a07,
2449,a07,
2166,a07,
2167,a07,
2450,a07,
1605,a07,
1243,a07,
2451,a07,
2452,a07,
2453,a07,
1621,a07,
1703,a07,
2454,a07,stv.M.
2455,a07,
2290,a07,
1876,a07,
2456,a07,
2457,a07,
2173,a07,
2174,a07,o.M.
2459,a07,
2302,a07,
2460,a07,o.M.
2461,a07,
1458,a07,
1601,a07,
1347,a07,
2463,a07,
2462,a07,
2464,a07,stv.M.
2465,a07,stv.M.
779,a07,o.M.
2595,a07,
2466,a07,
2468,a07,
2469,a07,
1882,a07,
2178,a07,stv.M.
2470,a07,
2471,a07,
1652,a07,stv.M.
1463,a07,
2472,a07,
1883,a07,
2473,a07,
1885,a07,
1625,a07,
2184,a07,
2474,a07,
2181,a07,
2183,a07,
2475,a07,
1718,a07,
2476,a07,
2477,a07,o.M.
2186,a07,
2187,a07,
1888,a07,
1469,a07,
2188,a07,
1470,a07,
2478,a07,
2479,a07,
2480,a07,O.
2190,a07,
1291,a07,
1556,a07,
2192,a07,stv.M.
1889,a07,
2194,a07,
1309,a07,
2481,a07,
2482,a07,
2483,a07,
2195,a07,
2484,a07,
2196,a07,
2486,a07,
2485,a07,stv.M.
2198,a07,
1077,a07,
2199,a07,
1622,a07,
1529,a07,stv.M.
2487,a07,
2488,a07,o.M.
1895,a07,
1898,a07,
1899,a07,
1735,a07,
2489,a07,stv.M.
2201,a07,
1896,a07,
2202,a07,
1475,a07,
2490,a07,stv.M.
2203,a07,
2491,a07,
1900,a07,
2492,a07,
2493,a07,
2494,a07,
1085,a07,
1571,a07,
2495,a07,
2496,a07,
2205,a07,
2206,a07,
2207,a07,
1991,a07,
2498,a07,
2210,a07,
2499,a07,
2211,a07,
2500,a07,
2213,a07,
2214,a07,
1908,a07,
1909,a07,stv.M.
2215,a07,
1912,a07,
788,a07,
1913,a07,
1914,a07,
2501,a07,o.M.
1915,a07,V.
429,a07,
2502,a07,o.M.
2503,a07,
2216,a07,stv.M.
2504,a07,
2505,a07,
2506,a07,
2218,a07,
1916,a07,
2220,a07,
2507,a07,
1568,a07,
2221,a07,
1918,a07,
2508,a07,stv.M.
2592,a07,
1484,a07,
1677,a07,
794,a07,
2509,a07,
1919,a07,
2510,a07,stv.M.
2511,a07,
1920,a07,
2512,a07,
1307,a07,
1093,a07,
2597,a07,
2222,a07,
2223,a07,
2513,a07,stv.M.
2514,a07,
1713,a07,
1921,a07,
1923,a07,
2601,a07,
1314,a07,stv.M.
2000,a07,
1924,a07,
2590,a07,
2516,a07,
2226,a07,
1270,a07,
2517,a07,
2518,a07,
2519,a07,o.M.
1488,a07,stv.M.
2520,a07,
2521,a07,
2522,a07,
1926,a07,
1927,a07,
2523,a07,
1492,a07,
1928,a07,
2227,a07,
2524,a07,
1929,a07,
2525,a07,
2526,a07,
2230,a07,
1932,a07,
2527,a07,
2528,a07,o.M.
2231,a07,o.M.
2232,a07,
1097,a07,
2529,a07,
2234,a07,
1706,a07,
1602,a07,
2530,a07,
2531,a07,
2235,a07,o.M.
2532,a07,
2237,a07,
2238,a07,S
2533,a07,
2534,a07,
2535,a07,o.M.
2241,a07,
1936,a07,
2536,a07,
1500,a07,
1704,a07,
1938,a07,stv.M.
1501,a07,
2243,a07,
2538,a07,
1584,a07,
2539,a07,stv.M.
2244,a07,
2540,a07,
2541,a07,stv.M.
2542,a07,
2245,a07,
1333,a07,
2246,a07,
1502,a07,
1680,a07,
2543,a07,
1940,a07,
1210,a07,
2544,a07,
2250,a07,
2545,a07,
2251,a07,
1943,a07,
2252,a07,
1944,a07,
2253,a07,
2547,a07,
1945,a07,
1946,a07,
2548,a07,
2255,a07,
1949,a07,o.M.
2549,a07,
1341,a07,o.M.
2550,a07,
1632,a07,
2551,a07,
2552,a07,o.M.
2553,a07,
2256,a07,
2257,a07,
1597,a07,
2259,a07,
813,a07,
1536,a07,stv.M.
2554,a07,
2555,a07,stv.M.
2515,a07,
2262,a07,
1954,a07,
2263,a07,o.M.
2556,a07,
2264,a07,
2557,a07,
2265,a07,
1955,a07,
2266,a07,
1596,a07,
2267,a07,
1271,a07,S
1956,a07,
2558,a07,
1757,a07,
2269,a07,
1510,a07,
1957,a07,
2559,a07,
2560,a07,
2015,a07,
2561,a07,
2270,a07,
2562,a07,
2271,a07,
1958,a07,
1512,a07,
1960,a07,
2272,a07,
2286,a07,
1964,a07,
1725,a07,
1570,a07,
2563,a07,
2594,a07,
2273,a07,
1723,a07,
2564,a07,
2565,a07,
1610,a07,
2566,a07,stv.M.
2567,a07,
861402,a07,
2568,a07,stv.M.
2569,a07,
1756,a07,
1180,a07,
1968,a07,
2276,a07,
2570,a07,
2571,a07,o.M.
2277,a07,
2293,a07,
1971,a07,
2572,a07,
2573,a07,
1690,a07,
2574,a07,
2575,a07,
2278,a07,
1973,a07,
2279,a07,
1974,a07,
1130,a07,
2280,a07,
2576,a07,stv.M.
1975,a07,
2281,a07,
2144,a07,
1135,a07,
1519,a07,
2577,a07,
2578,a07,
2283,a07,
2579,a07,
2580,a07,o.M.
2284,a07,
2581,a07,o.M.
2582,a07,
2583,a07,
2584,a07,
1980,a07,
1984,a07,
2585,a07,
2285,a07,
1985,a07,
1990,a07,o.M.
2586,a07,
2587,a07,o.M.
2588,a07,
2314,a14,
2315,a14,
2316,a14,
2317,a14,
2318,a14,stv.M.
2319,a14,
2019,a14,
2320,a14,
2321,a14,
2322,a14,
1769,a14,stv.M.
2020,a14,stv.M.
2021,a14,
2022,a14,
1771,a14,
2323,a14,
1383,a14,
2324,a14,
1642,a14,o.M.
2325,a14,
1773,a14,
1653,a14,
2326,a14,
2327,a14,
2328,a14,stv.M.
2023,a14,
1774,a14,S
1229,a14,
2329,a14,
1775,a14,
1776,a14,stv.M.
2330,a14,
2331,a14,
2288,a14,o.M.
1385,a14,
2599,a14,o.M.
1297,a14,
973,a14,
2593,a14,
1607,a14,
2025,a14,
2332,a14,o.M.
2026,a14,
2029,a14,
2335,a14,
2333,a14,
2334,a14,
2030,a14,
2441,a14,
2336,a14,
2337,a14,
2338,a14,
2032,a14,
2033,a14,
1558,a14,
2036,a14,
1566,a14,
1656,a14,
2339,a14,
2037,a14,
2340,a14,
2341,a14,
2038,a14,
2342,a14,
2313,a14,stv.M.
2343,a14,o.M.
1394,a14,
2039,a14,
2040,a14,
2344,a14,
1648,a14,
2041,a14,
1785,a14,
1175,a14,
2043,a14,stv.M.
2044,a14,
2045,a14,
1619,a14,
2345,a14,
2046,a14,
1659,a14,
2047,a14,
2346,a14,
1701,a14,
2347,a14,stv.M.
2299,a14,
2048,a14,
2049,a14,
2589,a14,
2348,a14,
1661,a14,
2051,a14,
2053,a14,
2349,a14,stv.M.
1787,a14,
2054,a14,
2055,a14,
2056,a14,
1264,a14,
2008,a14,
2057,a14,
2058,a14,
2059,a14,
2350,a14,stv.M.
2305,a14,S
1788,a14,
2060,a14,
1398,a14,
1917,a14,
993,a14,
2351,a14,
2352,a14,
1789,a14,
2353,a14,
2354,a14,
2355,a14,o.M.
2063,a14,
1791,a14,
1646,a14,
1288,a14,
2356,a14,
2064,a14,
1792,a14,
1793,a14,
2357,a14,
2358,a14,
2066,a14,
1794,a14,
1750,a14,
2359,a14,
2360,a14,
2361,a14,
2068,a14,
2362,a14,
2309,a14,
2363,a14,
2364,a14,o.M.
2365,a14,
2070,a14,
1406,a14,
2071,a14,
1797,a14,
2072,a14,
2073,a14,
1799,a14,
2366,a14,
2367,a14,
1800,a14,
1801,a14,
2075,a14,
1335,a14,
2076,a14,
2368,a14,
2369,a14,
2596,a14,stv.M.
2077,a14,
1583,a14,
1806,a14,
1195,a14,
2079,a14,
1011,a14,
1665,a14,
2082,a14,
2081,a14,
2371,a14,
2370,a14,stv.M.
1649,a14,
2372,a14,
2373,a14,stv.M.
2375,a14,
1808,a14,
2084,a14,
2374,a14,
1630,a14,
1408,a14,
2376,a14,
2086,a14,
1647,a14,
2377,a14,
1410,a14,
2378,a14,
2087,a14,
1994,a14,
2467,a14,
2379,a14,
1020,a14,
2380,a14,
1616,a14,
2091,a14,
2381,a14,
2382,a14,
2383,a14,O.
1155,a14,
763,a14,
1208,a14,
1269,a14,
2591,a14,
1412,a14,
2384,a14,
764,a14,
2093,a14,
1813,a14,
2385,a14,
1815,a14,
2386,a14,o.M.
1176,a14,
167,a14,
1816,a14,
2387,a14,
2094,a14,
1324,a14,
1817,a14,
1818,a14,
1637,a14,
1819,a14,
2096,a14,
1620,a14,
2388,a14,
1821,a14,
2389,a14,
1416,a14,
1822,a14,
2099,a14,
1824,a14,
1825,a14,o.M.
2289,a14,
1030,a14,
1586,a14,
2390,a14,
2101,a14,
1826,a14,
2391,a14,stv.M.
2392,a14,
1989,a14,
2102,a14,stv.M.
1760,a14,
2393,a14,
2395,a14,
2394,a14,
2104,a14,
2105,a14,
2106,a14,
2396,a14,
2397,a14,
2110,a14,
2111,a14,
2605,a14,
1673,a14,
2398,a14,
2112,a14,
1538,a14,
1831,a14,
2114,a14,
2113,a14,
1674,a14,
2399,a14,
1832,a14,
2115,a14,
2116,a14,
1426,a14,
2604,a14,
2120,a14,
2121,a14,
1833,a14,
2400,a14,
2401,a14,
2122,a14,
2123,a14,
2402,a14,
2403,a14,
217,a14,o.M.
1578,a14,S
2404,a14,
2125,a14,
1839,a14,o.M.
2127,a14,
1840,a14,
2405,a14,
2406,a14,stv.M.
1738,a14,
2128,a14,
2129,a14,
1433,a14,
1845,a14,
1434,a14,
2407,a14,
1551,a14,
2408,a14,
2132,a14,
2134,a14,stv.V.
2409,a14,
1851,a14,
2410,a14,
2411,a14,
1853,a14,stv.M.
2412,a14,
2413,a14,
1720,a14,
2415,a14,
1996,a14,
2416,a14,
1557,a14,
2139,a14,
2417,a14,
1567,a14,
2140,a14,
1709,a14,
1855,a14,O.
2418,a14,
2141,a14,
2419,a14,
1640,a14,
1580,a14,o.M.
2142,a14,
2420,a14,
1374,a14,
2421,a14,
2422,a14,
2145,a14,
2423,a14,
1730,a14,stv.M.
1734,a14,
2146,a14,
2424,a14,
2148,a14,
1441,a14,
1860,a14,
1368,a14,
2147,a14,
2149,a14,
1859,a14,
2425,a14,
1442,a14,
2426,a14,stv.M.
2151,a14,
2427,a14,
2428,a14,
2152,a14,
1050,a14,
2429,a14,
2602,a14,
1344,a14,
1174,a14,
2430,a14,
2603,a14,
2431,a14,
2432,a14,
2154,a14,
2433,a14,
1327,a14,
2156,a14,stv.M.
1329,a14,
2434,a14,
2435,a14,
1599,a14,
2436,a14,
2437,a14,
2438,a14,
1865,a14,
1451,a14,
1561,a14,
2159,a14,
2160,a14,
2161,a14,
2295,a14,
1453,a14,
1866,a14,
2439,a14,
1867,a14,
2440,a14,
1569,a14,
1869,a14,
2442,a14,
2443,a14,
2445,a14,
2444,a14,
2446,a14,
2447,a14,
2162,a14,
1872,a14,
2163,a14,
1752,a14,
2164,a14,
1631,a14,
1196,a14,stv.M.
1241,a14,
2449,a14,
2166,a14,
2167,a14,
2450,a14,
1605,a14,
1243,a14,
2451,a14,
2452,a14,O.
2453,a14,
1621,a14,
1703,a14,
2454,a14,stv.M.
2455,a14,
2290,a14,
1876,a14,
2456,a14,
2457,a14,
2173,a14,
2174,a14,
2459,a14,
2302,a14,
2460,a14,
2461,a14,
1458,a14,
1601,a14,
1347,a14,
2463,a14,
2462,a14,
2464,a14,
2465,a14,
779,a14,
2595,a14,o.M.
2466,a14,
2468,a14,
2469,a14,stv.M.
1882,a14,
2178,a14,
2470,a14,
2471,a14,
1652,a14,
1463,a14,
2472,a14,o.M.
1883,a14,
2473,a14,
1885,a14,
1625,a14,
2184,a14,
2474,a14,
2181,a14,
2183,a14,o.M.
2475,a14,
1718,a14,o.M.
2476,a14,
2477,a14,
2186,a14,
2187,a14,o.M.
1888,a14,o.M.
1469,a14,
2188,a14,
1470,a14,
2478,a14,
2479,a14,
2480,a14,
2190,a14,stv.M.
1291,a14,
1556,a14,
2192,a14,
1889,a14,
2194,a14,
1309,a14,
2481,a14,
2482,a14,
2483,a14,
2195,a14,
2484,a14,
2196,a14,
2486,a14,
2485,a14,
2198,a14,
1077,a14,
2199,a14,
1622,a14,
1529,a14,
2487,a14,
2488,a14,
1895,a14,
1898,a14,
1899,a14,
1735,a14,
2489,a14,
2201,a14,
1896,a14,
2202,a14,
1475,a14,
2490,a14,
2203,a14,
2491,a14,
1900,a14,
2492,a14,o.M.
2493,a14,
2494,a14,
1085,a14,
1571,a14,
2495,a14,
2496,a14,stv.M.
2205,a14,
2206,a14,
2207,a14,
1991,a14,
2498,a14,stv.M.
2210,a14,o.M.
2499,a14,
2211,a14,
2500,a14,
2213,a14,
2214,a14,
1908,a14,
1909,a14,
2215,a14,
1912,a14,
788,a14,
1913,a14,
1914,a14,
2501,a14,
1915,a14,
429,a14,
2502,a14,
2503,a14,
2216,a14,stv.M.
2504,a14,
2505,a14,
2506,a14,
2218,a14,
1916,a14,
2220,a14,
2507,a14,
1568,a14,
2221,a14,
1918,a14,
2508,a14,stv.M.
2592,a14,
1484,a14,
1677,a14,
794,a14,
2509,a14,
1919,a14,
2510,a14,
2511,a14,
1920,a14,
2512,a14,
1307,a14,
1093,a14,
2597,a14,
2222,a14,
2223,a14,
2513,a14,
2514,a14,o.M.
1713,a14,o.M.
